"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"948","LMO2","ENSG00000135363","948.1.1","LMO2","ENSSSCG00000013307","LIM domain only 2 [Source:VGNC Symbol;Acc:VGNC:89765]"
"949","SLC25A45","ENSG00000162241","949.1.1","SLC25A45","ENSSSCG00000012993","solute carrier family 25 member 45 [Source:VGNC Symbol;Acc:VGNC:93018]"
"950","PANK2","ENSG00000125779","950.1.1","PANK2","ENSSSCG00000007142","pantothenate kinase 2 [Source:VGNC Symbol;Acc:VGNC:95695]"
"951","ELF2","ENSG00000109381","951.1.1","N/A","N/A","N/A"
"952","ANKMY2","ENSG00000106524","952.1.1","ANKMY2","ENSSSCG00000015360","ankyrin repeat and MYND domain containing 2 [Source:VGNC Symbol;Acc:VGNC:85319]"
"953","MIDN","ENSG00000167470","953.1.1","MIDN","ENSSSCG00000013432","midnolin [Source:VGNC Symbol;Acc:VGNC:90216]"
"954","SLC1A4","ENSG00000115902","954.1.1","SLC1A4","ENSSSCG00000028282","solute carrier family 1 member 4 [Source:VGNC Symbol;Acc:VGNC:92966]"
"955","ANKRD10","ENSG00000088448","955.1.1","ANKRD10","ENSSSCG00000033732","ankyrin repeat domain 10 [Source:VGNC Symbol;Acc:VGNC:85322]"
"956","ERLIN2","ENSG00000147475","956.1.1","ERLIN2","ENSSSCG00000039480","ER lipid raft associated 2 [Source:VGNC Symbol;Acc:VGNC:95586]"
"957","TBC1D22A","ENSG00000054611","957.1.1","TBC1D22A","ENSSSCG00000000955","TBC1 domain family member 22A [Source:VGNC Symbol;Acc:VGNC:93770]"
"958","TNS1","ENSG00000079308","958.1.1","TNS1","ENSSSCG00000027669","tensin 1 [Source:VGNC Symbol;Acc:VGNC:104082]"
"959","NAP1L1","ENSG00000187109","959.1.1","NAP1L1","ENSSSCG00000000522","nucleosome assembly protein 1 like 1 [Source:VGNC Symbol;Acc:VGNC:90576]"
"960","C1QA","ENSG00000173372","960.1.1","C1QA","ENSSSCG00000003524","complement C1q A chain [Source:VGNC Symbol;Acc:VGNC:96926]"
"961","SECISBP2","ENSG00000187742","961.1.1","SECISBP2","ENSSSCG00000028033","SECIS binding protein 2 [Source:VGNC Symbol;Acc:VGNC:92685]"
"962","ERCC5","ENSG00000134899","962.1.1","ENSSSCG00000009534","ENSSSCG00000009534","basic, immunoglobulin-like variable motif containing [Source:VGNC Symbol;Acc:VGNC:109180]"
"962","ERCC5","ENSG00000134899","962.1.2","ENSSSCG00000032046","ENSSSCG00000032046","ERCC excision repair 5, endonuclease [Source:VGNC Symbol;Acc:VGNC:112716]"
"963","ECI2","ENSG00000198721","963.1.1","ECI2","ENSSSCG00000001000","enoyl-CoA delta isomerase 2 [Source:VGNC Symbol;Acc:VGNC:87532]"
"964","ZNF383","ENSG00000188283","964.1.1","ZNF383","ENSSSCG00000021946","zinc finger protein 383 [Source:HGNC Symbol;Acc:HGNC:18609]"
"965","CSGALNACT2","ENSG00000169826","965.1.1","CSGALNACT2","ENSSSCG00000010200","chondroitin sulfate N-acetylgalactosaminyltransferase 2 [Source:VGNC Symbol;Acc:VGNC:87036]"
"966","TGFBR2","ENSG00000163513","966.1.1","TGFBR2","ENSSSCG00000011226","transforming growth factor beta receptor 2 [Source:VGNC Symbol;Acc:VGNC:93931]"
"967","PAICS","ENSG00000128050","967.1.1","PAICS","ENSSSCG00000008901","phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase [Source:VGNC Symbol;Acc:VGNC:91156]"
"968","PEX7","ENSG00000112357","968.1.1","PEX7","ENSSSCG00000004160","peroxisomal biosis factor 7 [Source:VGNC Symbol;Acc:VGNC:91331]"
"969","CTNND1","ENSG00000198561","969.1.1","CTNND1","ENSSSCG00000013174","catenin delta 1 [Source:VGNC Symbol;Acc:VGNC:87067]"
"970","NFU1","ENSG00000169599","970.1.1","NFU1","ENSSSCG00000025007","NFU1 iron-sulfur cluster scaffold [Source:VGNC Symbol;Acc:VGNC:104007]"
"971","OGDH","ENSG00000105953","971.1.1","OGDH","ENSSSCG00000016743","oxoglutarate dehydrogenase [Source:VGNC Symbol;Acc:VGNC:98168]"
"972","TAF8","ENSG00000137413","972.1.1","TAF8","ENSSSCG00000022224","TATA-box binding protein associated factor 8 [Source:VGNC Symbol;Acc:VGNC:93723]"
"973","ARHGAP12","ENSG00000165322","973.1.1","ARHGAP12","ENSSSCG00000011026","Rho GTPase activating protein 12 [Source:VGNC Symbol;Acc:VGNC:95806]"
"974","RTTN","ENSG00000176225","974.1.1","RTTN","ENSSSCG00000032574","rotatin [Source:VGNC Symbol;Acc:VGNC:92508]"
"975","PANK3","ENSG00000120137","975.1.1","PANK3","ENSSSCG00000017014","pantothenate kinase 3 [Source:VGNC Symbol;Acc:VGNC:91165]"
"976","ATP2C1","ENSG00000017260","976.1.1","ATP2C1","ENSSSCG00000011183","ATPase secretory pathway Ca2+ transporting 1 [Source:VGNC Symbol;Acc:VGNC:85652]"
"977","ATP2B1","ENSG00000070961","977.1.1","ATP2B1","ENSSSCG00000027898","ATPase plasma membrane Ca2+ transporting 1 [Source:VGNC Symbol;Acc:VGNC:103219]"
"978","ARPC4","ENSG00000241553","978.1.1","N/A","N/A","N/A"
"979","PIK3R6","ENSG00000276231","979.1.1","PIK3R6","ENSSSCG00000017990","phosphoinositide-3-kinase regulatory subunit 6 [Source:VGNC Symbol;Acc:VGNC:91448]"
"980","STK17B","ENSG00000081320","980.1.1","STK17B","ENSSSCG00000016067","serine/threonine kinase 17b [Source:VGNC Symbol;Acc:VGNC:95527]"
"981","SNX30","ENSG00000148158","981.1.1","SNX30","ENSSSCG00000005471","sorting nexin family member 30 [Source:VGNC Symbol;Acc:VGNC:93318]"
"982","MYO5A","ENSG00000197535","982.1.1","MYO5A","ENSSSCG00000004620","myosin VA [Source:VGNC Symbol;Acc:VGNC:112520]"
"983","GORASP2","ENSG00000115806","983.1.1","GORASP2","ENSSSCG00000015943","golgi reassembly stacking protein 2 [Source:VGNC Symbol;Acc:VGNC:95851]"
"984","MESD","ENSG00000117899","984.1.1","MESD","ENSSSCG00000021587","mesoderm development LRP chaperone [Source:VGNC Symbol;Acc:VGNC:90147]"
"985","TRPS1","ENSG00000104447","985.1.1","TRPS1","ENSSSCG00000006018","transcriptional repressor GATA binding 1 [Source:VGNC Symbol;Acc:VGNC:94471]"
"986","HAUS4","ENSG00000092036","986.1.1","HAUS4","ENSSSCG00000033178","HAUS augmin like complex subunit 4 [Source:VGNC Symbol;Acc:VGNC:111456]"
"987","PIM1","ENSG00000137193","987.1.1","PIM1","ENSSSCG00000001573","Pim-1 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8986]"
"988","ARID3A","ENSG00000116017","988.1.1","ARID3A","ENSSSCG00000037642","AT-rich interaction domain 3A [Source:VGNC Symbol;Acc:VGNC:85507]"
"989","DEF6","ENSG00000023892","989.1.1","DEF6","ENSSSCG00000001538","DEF6 guanine nucleotide exchange factor [Source:VGNC Symbol;Acc:VGNC:87238]"
"990","TRIM44","ENSG00000166326","990.1.1","TRIM44","ENSSSCG00000013295","tripartite motif containing 44 [Source:VGNC Symbol;Acc:VGNC:94416]"
"991","PPP1R18","ENSG00000146112","991.1.1","PPP1R18","ENSSSCG00000031492","protein phosphatase 1 regulatory subunit 18 [Source:VGNC Symbol;Acc:VGNC:104034]"
"992","LITAF","ENSG00000189067","992.1.1","N/A","N/A","N/A"
"993","EGLN2","ENSG00000269858","993.1.1","ENSSSCG00000002995","ENSSSCG00000002995",""
"994","MYSM1","ENSG00000162601","994.1.1","MYSM1","ENSSSCG00000003830","Myb like, SWIRM and MPN domains 1 [Source:VGNC Symbol;Acc:VGNC:90548]"
"995","FOXN3","ENSG00000053254","995.1.1","FOXN3","ENSSSCG00000002429","forkhead box N3 [Source:VGNC Symbol;Acc:VGNC:88220]"
"996","DTX4","ENSG00000110042","996.1.1","DTX4","ENSSSCG00000013145","deltex E3 ubiquitin ligase 4 [Source:VGNC Symbol;Acc:VGNC:87470]"
"997","SIDT2","ENSG00000149577","997.1.1","SIDT2","ENSSSCG00000015074","SID1 transmembrane family member 2 [Source:VGNC Symbol;Acc:VGNC:92869]"
"998","LSP1","ENSG00000130592","998.1.1","LSP1","ENSSSCG00000031487","lymphocyte specific protein 1 [Source:VGNC Symbol;Acc:VGNC:89880]"
"999","PDLIM5","ENSG00000163110","999.1.1","PDLIM5","ENSSSCG00000009192","PDZ and LIM domain 5 [Source:VGNC Symbol;Acc:VGNC:91284]"
"1000","PSMC3","ENSG00000165916","1000.1.1","PSMC3","ENSSSCG00000013239","proteasome 26S subunit, ATPase 3 [Source:VGNC Symbol;Acc:VGNC:100331]"
"1001","HCLS1","ENSG00000180353","1001.1.1","HCLS1","ENSSSCG00000011884","hematopoietic cell-specific Lyn substrate 1 [Source:VGNC Symbol;Acc:VGNC:88801]"
"1002","CEBPD","ENSG00000221869","1002.1.1","CEBPD","ENSSSCG00000032367","CCAAT enhancer binding protein delta [Source:VGNC Symbol;Acc:VGNC:86532]"
"1003","LYSMD3","ENSG00000176018","1003.1.1","LYSMD3","ENSSSCG00000024193","LysM domain containing 3 [Source:VGNC Symbol;Acc:VGNC:89919]"
"1004","NOD2","ENSG00000167207","1004.1.1","NOD2","ENSSSCG00000038073","nucleotide binding oligomerization domain containing 2 [Source:NCBI gene (formerly Entrezgene);Acc:100125838]"
"1005","KMT5A","ENSG00000183955","1005.1.1","KMT5A","ENSSSCG00000009777","lysine methyltransferase 5A [Source:VGNC Symbol;Acc:VGNC:89552]"
"1006","ABI1","ENSG00000136754","1006.1.1","ABI1","ENSSSCG00000024127","abl interactor 1 [Source:VGNC Symbol;Acc:VGNC:95519]"
"1007","TMEM18","ENSG00000151353","1007.1.1","TMEM18","ENSSSCG00000036880","transmembrane protein 18 [Source:HGNC Symbol;Acc:HGNC:25257]"
"1008","MZT2B","ENSG00000152082","1008.1.1","ENSSSCG00000010104","ENSSSCG00000010104",""
"1009","FNDC3A","ENSG00000102531","1009.1.1","FNDC3A","ENSSSCG00000022159","fibronectin type III domain containing 3A [Source:VGNC Symbol;Acc:VGNC:88182]"
"1010","PDCD4","ENSG00000150593","1010.1.1","PDCD4","ENSSSCG00000010627","programmed cell death 4 [Source:VGNC Symbol;Acc:VGNC:91244]"
"1011","TNS3","ENSG00000136205","1011.1.1","TNS3","ENSSSCG00000016725","tensin 3 [Source:VGNC Symbol;Acc:VGNC:94296]"
"1012","IFT57","ENSG00000114446","1012.1.1","IFT57","ENSSSCG00000011941","intraflagellar transport 57 [Source:VGNC Symbol;Acc:VGNC:89049]"
"1013","TBC1D31","ENSG00000156787","1013.1.1","TBC1D31","ENSSSCG00000005987","TBC1 domain family member 31 [Source:VGNC Symbol;Acc:VGNC:93776]"
"1014","CALR","ENSG00000179218","1014.1.1","CALR","ENSSSCG00000013746","calreticulin [Source:NCBI gene (formerly Entrezgene);Acc:100381266]"
"1015","ADAM17","ENSG00000151694","1015.1.1","ADAM17","ENSSSCG00000008641","ADAM metallopeptidase domain 17 [Source:VGNC Symbol;Acc:VGNC:85065]"
"1016","PCNT","ENSG00000160299","1016.1.1","N/A","N/A","N/A"
"1017","FES","ENSG00000182511","1017.1.1","FES","ENSSSCG00000001818","FES proto-onco, tyrosine kinase [Source:VGNC Symbol;Acc:VGNC:88090]"
"1018","PTGES3","ENSG00000110958","1018.1.1","PTGES3","ENSSSCG00000000406","prostaglandin E synthase 3 [Source:VGNC Symbol;Acc:VGNC:91952]"
"1019","CHCHD7","ENSG00000170791","1019.1.1","N/A","N/A","N/A"
"1020","FBXO5","ENSG00000112029","1020.1.1","FBXO5","ENSSSCG00000004077","F-box protein 5 [Source:VGNC Symbol;Acc:VGNC:88052]"
"1021","VSIR","ENSG00000107738","1021.1.1","N/A","N/A","N/A"
"1022","CNPY2","ENSG00000257727","1022.1.1","CNPY2","ENSSSCG00000000394","canopy FGF signaling regulator 2 [Source:VGNC Symbol;Acc:VGNC:109185]"
"1023","HFE","ENSG00000010704","1023.1.1","HFE","ENSSSCG00000037682","homeostatic iron regulator [Source:VGNC Symbol;Acc:VGNC:88866]"
"1024","ZRANB2","ENSG00000132485","1024.1.1","ZRANB2","ENSSSCG00000003787","zinc finger RANBP2-type containing 2 [Source:VGNC Symbol;Acc:VGNC:95323]"
"1025","WNK1","ENSG00000060237","1025.1.1","WNK1","ENSSSCG00000000753","WNK lysine deficient protein kinase 1 [Source:VGNC Symbol;Acc:VGNC:94962]"
"1026","GABARAPL1","ENSG00000139112","1026.1.1","GABARAPL1","ENSSSCG00000000645","GABA type A receptor associated protein like 1 [Source:NCBI gene (formerly Entrezgene);Acc:100462751]"
"1027","TULP4","ENSG00000130338","1027.1.1","ENSSSCG00000031776","ENSSSCG00000031776","TUB like protein 4 [Source:VGNC Symbol;Acc:VGNC:94592]"
"1028","TBL2","ENSG00000106638","1028.1.1","TBL2","ENSSSCG00000007709","transducin beta like 2 [Source:VGNC Symbol;Acc:VGNC:93789]"
"1029","RAB11FIP1","ENSG00000156675","1029.1.1","ENSSSCG00000015823","ENSSSCG00000015823",""
"1030","WBP2","ENSG00000132471","1030.1.1","WBP2","ENSSSCG00000021672","WW domain binding protein 2 [Source:VGNC Symbol;Acc:VGNC:94899]"
"1031","LRPPRC","ENSG00000138095","1031.1.1","LRPPRC","ENSSSCG00000008452","leucine rich pentatricopeptide repeat containing [Source:VGNC Symbol;Acc:VGNC:89824]"
"1032","TATDN1","ENSG00000147687","1032.1.1","TATDN1","ENSSSCG00000030603","TatD DNase domain containing 1 [Source:VGNC Symbol;Acc:VGNC:98359]"
"1033","TBC1D4","ENSG00000136111","1033.1.1","TBC1D4","ENSSSCG00000009464","TBC1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:19165]"
"1034","BCAR3","ENSG00000137936","1034.1.1","BCAR3","ENSSSCG00000006893","BCAR3 adaptor protein, NSP family member [Source:VGNC Symbol;Acc:VGNC:85771]"
"1035","TXNDC9","ENSG00000115514","1035.1.1","TXNDC9","ENSSSCG00000008181","thioredoxin domain containing 9 [Source:VGNC Symbol;Acc:VGNC:94609]"
"1036","SIRT3","ENSG00000142082","1036.1.1","SIRT3","ENSSSCG00000014558","sirtuin 3 [Source:VGNC Symbol;Acc:VGNC:92886]"
"1037","TBC1D9","ENSG00000109436","1037.1.1","TBC1D9","ENSSSCG00000032741","TBC1 domain family member 9 [Source:VGNC Symbol;Acc:VGNC:93781]"
"1038","GTF2A1","ENSG00000165417","1038.1.1","GTF2A1","ENSSSCG00000002411","ral transcription factor IIA subunit 1 [Source:VGNC Symbol;Acc:VGNC:88730]"
"1039","SDCBP","ENSG00000137575","1039.1.1","SDCBP","ENSSSCG00000006237","syndecan binding protein [Source:VGNC Symbol;Acc:VGNC:92657]"
"1040","ALKBH7","ENSG00000125652","1040.1.1","ALKBH7","ENSSSCG00000024254","alkB homolog 7 [Source:VGNC Symbol;Acc:VGNC:85262]"
"1041","ADK","ENSG00000156110","1041.1.1","ADK","ENSSSCG00000010315","adenosine kinase [Source:VGNC Symbol;Acc:VGNC:85143]"
"1042","ENTPD1","ENSG00000138185","1042.1.1","ENTPD1","ENSSSCG00000010497","ectonucleoside triphosphate diphosphohydrolase 1 [Source:VGNC Symbol;Acc:VGNC:97977]"
"1043","PRKAG2","ENSG00000106617","1043.1.1","PRKAG2","ENSSSCG00000016432","protein kinase AMP-activated non-catalytic subunit gamma 2 [Source:VGNC Symbol;Acc:VGNC:91801]"
"1044","LMBRD2","ENSG00000164187","1044.1.1","LMBRD2","ENSSSCG00000016834","LMBR1 domain containing 2 [Source:VGNC Symbol;Acc:VGNC:89755]"
"1045","RPL15","ENSG00000174748","1045.1.1","RPL15","ENSSSCG00000037030","ribosomal protein L15 [Source:NCBI gene (formerly Entrezgene);Acc:100620094]"
"1046","PIAS1","ENSG00000033800","1046.1.1","PIAS1","ENSSSCG00000004958","protein inhibitor of activated STAT 1 [Source:VGNC Symbol;Acc:VGNC:91410]"
"1047","STAM","ENSG00000136738","1047.1.1","STAM","ENSSSCG00000011036","signal transducing adaptor molecule [Source:VGNC Symbol;Acc:VGNC:95520]"
"1048","SERTAD3","ENSG00000167565","1048.1.1","SERTAD3","ENSSSCG00000025448","SERTA domain containing 3 [Source:VGNC Symbol;Acc:VGNC:92751]"
"1049","WDFY3","ENSG00000163625","1049.1.1","WDFY3","ENSSSCG00000009230","WD repeat and FYVE domain containing 3 [Source:VGNC Symbol;Acc:VGNC:94903]"
"1050","IRF1","ENSG00000125347","1050.1.1","IRF1","ENSSSCG00000014277","interferon regulatory factor 1 [Source:VGNC Symbol;Acc:VGNC:89203]"
"1051","FKBP3","ENSG00000100442","1051.1.1","FKBP3","ENSSSCG00000021217","FKBP prolyl isomerase 3 [Source:NCBI gene (formerly Entrezgene);Acc:100152728]"
"1052","TBCK","ENSG00000145348","1052.1.1","TBCK","ENSSSCG00000021784","TBC1 domain containing kinase [Source:VGNC Symbol;Acc:VGNC:93786]"
"1053","ZBTB37","ENSG00000185278","1053.1.1","ZBTB37","ENSSSCG00000015494","zinc finger and BTB domain containing 37 [Source:VGNC Symbol;Acc:VGNC:95071]"
"1054","TRIM39","ENSG00000204599","1054.1.1","TRIM39","ENSSSCG00000001342","tripartite motif containing 39 [Source:NCBI gene (formerly Entrezgene);Acc:100151742]"
"1055","LIN54","ENSG00000189308","1055.1.1","LIN54","ENSSSCG00000009242","lin-54 DREAM MuvB core complex component [Source:VGNC Symbol;Acc:VGNC:98072]"
"1056","IDH2","ENSG00000182054","1056.1.1","IDH2","ENSSSCG00000001852","isocitrate dehydrogenase (NADP(+)) 2 [Source:NCBI gene (formerly Entrezgene);Acc:397603]"
"1057","SMIM3","ENSG00000256235","1057.1.1","SMIM3","ENSSSCG00000056671","small integral membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:30248]"
"1058","HNRNPL","ENSG00000104824","1058.1.1","HNRNPL","ENSSSCG00000035570","heterogeneous nuclear ribonucleoprotein L [Source:HGNC Symbol;Acc:HGNC:5045]"
"1059","TLE3","ENSG00000140332","1059.1.1","TLE3","ENSSSCG00000004971","TLE family member 3, transcriptional corepressor [Source:VGNC Symbol;Acc:VGNC:94016]"
"1060","STARD3NL","ENSG00000010270","1060.1.1","STARD3NL","ENSSSCG00000024028","STARD3 N-terminal like [Source:VGNC Symbol;Acc:VGNC:93533]"
"1061","WDR91","ENSG00000105875","1061.1.1","WDR91","ENSSSCG00000016532","WD repeat domain 91 [Source:VGNC Symbol;Acc:VGNC:94949]"
"1062","CDK17","ENSG00000059758","1062.1.1","CDK17","ENSSSCG00000028182","cyclin dependent kinase 17 [Source:VGNC Symbol;Acc:VGNC:86500]"
"1063","N4BP2L1","ENSG00000139597","1063.1.1","N4BP2L1","ENSSSCG00000040566","NEDD4 binding protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:25037]"
"1064","NFKB1","ENSG00000109320","1064.1.1","NFKB1","ENSSSCG00000030957","nuclear factor kappa B subunit 1 [Source:NCBI gene (formerly Entrezgene);Acc:751869]"
"1065","CALM2","ENSG00000143933","1065.1.1","CALM2","ENSSSCG00000008433","calmodulin 2 [Source:HGNC Symbol;Acc:HGNC:1445]"
"1066","HBP1","ENSG00000105856","1066.1.1","HBP1","ENSSSCG00000035673","HMG-box transcription factor 1 [Source:VGNC Symbol;Acc:VGNC:88794]"
"1067","CLIC1","ENSG00000213719","1067.1.1","ENSSSCG00000034785","ENSSSCG00000034785",""
"1067","CLIC1","ENSG00000213719","1067.1.2","ENSSSCG00000039071","ENSSSCG00000039071","chloride intracellular channel 1"
"1068","LILRB2","ENSG00000131042","1068.1.1","N/A","N/A","N/A"
"1069","BRD4","ENSG00000141867","1069.1.1","BRD4","ENSSSCG00000022227","bromodomain containing 4 [Source:VGNC Symbol;Acc:VGNC:85873]"
"1070","ATXN7L2","ENSG00000162650","1070.1.1","ATXN7L2","ENSSSCG00000006828","ataxin 7 like 2 [Source:VGNC Symbol;Acc:VGNC:85693]"
"1071","CYTH3","ENSG00000008256","1071.1.1","CYTH3","ENSSSCG00000034768","cytohesin 3 [Source:VGNC Symbol;Acc:VGNC:87136]"
"1072","MYNN","ENSG00000085274","1072.1.1","MYNN","ENSSSCG00000026829","myoneurin [Source:VGNC Symbol;Acc:VGNC:90521]"
"1073","FRAT1","ENSG00000165879","1073.1.1","FRAT1","ENSSSCG00000032821","FRAT regulator of WNT signaling pathway 1 [Source:VGNC Symbol;Acc:VGNC:107393]"
"1074","SNRNP35","ENSG00000184209","1074.1.1","SNRNP35","ENSSSCG00000022212","small nuclear ribonucleoprotein U11/U12 subunit 35 [Source:VGNC Symbol;Acc:VGNC:93293]"
"1075","SMG9","ENSG00000105771","1075.1.1","SMG9","ENSSSCG00000003068","SMG9 nonsense mediated mRNA decay factor [Source:VGNC Symbol;Acc:VGNC:93251]"
"1076","RBPJ","ENSG00000168214","1076.1.1","RBPJ","ENSSSCG00000022155","recombination signal binding protein for immunoglobulin kappa J region [Source:VGNC Symbol;Acc:VGNC:98956]"
"1077","TRAPPC6A","ENSG00000007255","1077.1.1","TRAPPC6A","ENSSSCG00000035374","trafficking protein particle complex subunit 6A [Source:VGNC Symbol;Acc:VGNC:98663]"
"1078","ZBTB11","ENSG00000066422","1078.1.1","ZBTB11","ENSSSCG00000011953","zinc finger and BTB domain containing 11 [Source:VGNC Symbol;Acc:VGNC:95059]"
"1079","CCR5","ENSG00000160791","1079.1.1","CCR5","ENSSSCG00000024344","C-C motif chemokine receptor 5 [Source:VGNC Symbol;Acc:VGNC:108636]"
"1080","LCORL","ENSG00000178177","1080.1.1","LCORL","ENSSSCG00000008748","ligand dependent nuclear receptor corepressor like [Source:VGNC Symbol;Acc:VGNC:98937]"
"1081","TIMM13","ENSG00000099800","1081.1.1","TIMM13","ENSSSCG00000022757","translocase of inner mitochondrial membrane 13 [Source:HGNC Symbol;Acc:HGNC:11816]"
"1082","XPOT","ENSG00000184575","1082.1.1","XPOT","ENSSSCG00000000466","exportin for tRNA [Source:VGNC Symbol;Acc:VGNC:95008]"
"1083","PPCS","ENSG00000127125","1083.1.1","PPCS","ENSSSCG00000058636","phosphopantothenoylcysteine synthetase [Source:HGNC Symbol;Acc:HGNC:25686]"
"1084","MAP3K5","ENSG00000197442","1084.1.1","MAP3K5","ENSSSCG00000026041","mitogen-activated protein kinase kinase kinase 5 [Source:VGNC Symbol;Acc:VGNC:89985]"
"1085","FAM117B","ENSG00000138439","1085.1.1","FAM117B","ENSSSCG00000016114","family with sequence similarity 117 member B [Source:VGNC Symbol;Acc:VGNC:95616]"
"1086","ACSS2","ENSG00000131069","1086.1.1","ACSS2","ENSSSCG00000007286","acyl-CoA synthetase short chain family member 2 [Source:VGNC Symbol;Acc:VGNC:95665]"
"1087","DIP2B","ENSG00000066084","1087.1.1","DIP2B","ENSSSCG00000029196","disco interacting  B [Source:VGNC Symbol;Acc:VGNC:87306]"
"1088","PECAM1","ENSG00000261371","1088.1.1","PECAM1","ENSSSCG00000017277","platelet and endothelial cell adhesion molecule 1 [Source:VGNC Symbol;Acc:VGNC:91304]"
"1089","TMEM86A","ENSG00000151117","1089.1.1","TMEM86A","ENSSSCG00000013360","transmembrane protein 86A [Source:VGNC Symbol;Acc:VGNC:94210]"
"1090","RARA","ENSG00000131759","1090.1.1","RARA","ENSSSCG00000017475","retinoic acid receptor alpha [Source:VGNC Symbol;Acc:VGNC:92096]"
"1091","PLEKHA2","ENSG00000169499","1091.1.1","PLEKHA2","ENSSSCG00000033367","pleckstrin homology domain containing A2 [Source:VGNC Symbol;Acc:VGNC:95611]"
"1092","SIAH2","ENSG00000181788","1092.1.1","SIAH2","ENSSSCG00000031388","siah E3 ubiquitin protein ligase 2 [Source:VGNC Symbol;Acc:VGNC:92866]"
"1093","ACOT7","ENSG00000097021","1093.1.1","ACOT7","ENSSSCG00000003377","acyl-CoA thioesterase 7 [Source:VGNC Symbol;Acc:VGNC:96893]"
"1094","SRSF5","ENSG00000100650","1094.1.1","SRSF5","ENSSSCG00000032583","serine and arginine rich splicing factor 5 [Source:VGNC Symbol;Acc:VGNC:93476]"
"1095","HGF","ENSG00000019991","1095.1.1","HGF","ENSSSCG00000015403","hepatocyte growth factor [Source:VGNC Symbol;Acc:VGNC:88869]"
"1096","NECAP1","ENSG00000089818","1096.1.1","NECAP1","ENSSSCG00000025179","NECAP endocytosis associated 1 [Source:VGNC Symbol;Acc:VGNC:90660]"
"1097","IL6ST","ENSG00000134352","1097.1.1","IL6ST","ENSSSCG00000016916","interleukin 6 cytokine family signal transducer [Source:VGNC Symbol;Acc:VGNC:89113]"
"1098","FBXO33","ENSG00000165355","1098.1.1","FBXO33","ENSSSCG00000004989","F-box protein 33 [Source:VGNC Symbol;Acc:VGNC:88040]"
"1099","EEPD1","ENSG00000122547","1099.1.1","EEPD1","ENSSSCG00000039703","endonuclease/exonuclease/phosphatase family domain containing 1 [Source:VGNC Symbol;Acc:VGNC:87559]"
"1100","ANP32A","ENSG00000140350","1100.1.1","ENSSSCG00000004963","ENSSSCG00000004963",""
"1101","PHYH","ENSG00000107537","1101.1.1","PHYH","ENSSSCG00000039244","phytanoyl-CoA 2-hydroxylase [Source:VGNC Symbol;Acc:VGNC:96483]"
"1102","SIPA1L2","ENSG00000116991","1102.1.1","SIPA1L2","ENSSSCG00000010169","signal induced proliferation associated 1 like 2 [Source:VGNC Symbol;Acc:VGNC:92883]"
"1103","PDE8A","ENSG00000073417","1103.1.1","PDE8A","ENSSSCG00000001810","phosphodiesterase 8A [Source:VGNC Symbol;Acc:VGNC:91263]"
"1104","UGDH","ENSG00000109814","1104.1.1","UGDH","ENSSSCG00000030150","UDP-glucose 6-dehydrogenase [Source:VGNC Symbol;Acc:VGNC:94686]"
"1105","ABCC5","ENSG00000114770","1105.1.1","ABCC5","ENSSSCG00000011782","ATP binding cassette subfamily C member 5 [Source:VGNC Symbol;Acc:VGNC:84958]"
"1106","ITGAV","ENSG00000138448","1106.1.1","ITGAV","ENSSSCG00000016027","integrin subunit alpha V [Source:VGNC Symbol;Acc:VGNC:96380]"
"1107","LYZ","ENSG00000090382","1107.1.1","LYZ","ENSSSCG00000000492","lysozyme [Source:NCBI gene (formerly Entrezgene);Acc:100157211]"
"1108","ZNF503","ENSG00000165655","1108.1.1","ZNF503","ENSSSCG00000010322","zinc finger protein 503 [Source:VGNC Symbol;Acc:VGNC:95252]"
"1109","ZC3HAV1","ENSG00000105939","1109.1.1","ZC3HAV1","ENSSSCG00000016512","zinc finger CCCH-type containing, antiviral 1 [Source:VGNC Symbol;Acc:VGNC:95102]"
"1110","TTC39C","ENSG00000168234","1110.1.1","TTC39C","ENSSSCG00000003710","tetratricopeptide repeat domain 39C [Source:VGNC Symbol;Acc:VGNC:94553]"
"1111","COQ10B","ENSG00000115520","1111.1.1","COQ10B","ENSSSCG00000016076","coenzyme Q10B [Source:VGNC Symbol;Acc:VGNC:96107]"
"1112","SH2B1","ENSG00000178188","1112.1.1","SH2B1","ENSSSCG00000007804","SH2B adaptor protein 1 [Source:VGNC Symbol;Acc:VGNC:92805]"
"1113","SKAP2","ENSG00000005020","1113.1.1","SKAP2","ENSSSCG00000016708","src kinase associated phosphoprotein 2 [Source:VGNC Symbol;Acc:VGNC:92901]"
"1114","ADPGK","ENSG00000159322","1114.1.1","ADPGK","ENSSSCG00000001925","ADP dependent glucokinase [Source:VGNC Symbol;Acc:VGNC:85150]"
"1115","SLC35B1","ENSG00000121073","1115.1.1","SLC35B1","ENSSSCG00000033731","solute carrier family 35 member B1 [Source:VGNC Symbol;Acc:VGNC:93071]"
