"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"1104","UGDH","ENSG00000109814","1104.1.1","UGDH","ENSMICG00000016782","UDP-glucose 6-dehydrogenase [Source:HGNC Symbol;Acc:HGNC:12525]"
"1105","ABCC5","ENSG00000114770","1105.1.1","ABCC5","ENSMICG00000049116","ATP binding cassette subfamily C member 5 [Source:HGNC Symbol;Acc:HGNC:56]"
"1106","ITGAV","ENSG00000138448","1106.1.1","ITGAV","ENSMICG00000014269","integrin subunit alpha V [Source:HGNC Symbol;Acc:HGNC:6150]"
"1107","LYZ","ENSG00000090382","1107.1.1","LYZ","ENSMICG00000047192","lysozyme [Source:HGNC Symbol;Acc:HGNC:6740]"
"1108","ZNF503","ENSG00000165655","1108.1.1","ZNF503","ENSMICG00000010900","zinc finger protein 503 [Source:HGNC Symbol;Acc:HGNC:23589]"
"1109","ZC3HAV1","ENSG00000105939","1109.1.1","ZC3HAV1","ENSMICG00000003101","zinc finger CCCH-type containing, antiviral 1 [Source:HGNC Symbol;Acc:HGNC:23721]"
"1110","TTC39C","ENSG00000168234","1110.1.1","TTC39C","ENSMICG00000009394","tetratricopeptide repeat domain 39C [Source:HGNC Symbol;Acc:HGNC:26595]"
"1111","COQ10B","ENSG00000115520","1111.1.1","COQ10B","ENSMICG00000013910","coenzyme Q10B [Source:HGNC Symbol;Acc:HGNC:25819]"
"1112","SH2B1","ENSG00000178188","1112.1.1","SH2B1","ENSMICG00000011488","SH2B adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:30417]"
"1113","SKAP2","ENSG00000005020","1113.1.1","SKAP2","ENSMICG00000000466","src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]"
"1114","ADPGK","ENSG00000159322","1114.1.1","ADPGK","ENSMICG00000015028","ADP dependent glucokinase [Source:HGNC Symbol;Acc:HGNC:25250]"
"1115","SLC35B1","ENSG00000121073","1115.1.1","SLC35B1","ENSMICG00000016462","solute carrier family 35 member B1 [Source:HGNC Symbol;Acc:HGNC:20798]"
"1116","MPHOSPH9","ENSG00000051825","1116.1.1","MPHOSPH9","ENSMICG00000006531","M-phase phosphoprotein 9 [Source:HGNC Symbol;Acc:HGNC:7215]"
"1117","SLC25A28","ENSG00000155287","1117.1.1","SLC25A28","ENSMICG00000010489","solute carrier family 25 member 28 [Source:HGNC Symbol;Acc:HGNC:23472]"
"1118","MON1B","ENSG00000103111","1118.1.1","MON1B","ENSMICG00000009221","MON1 homolog B, secretory trafficking associated [Source:HGNC Symbol;Acc:HGNC:25020]"
"1119","SRSF7","ENSG00000115875","1119.1.1","SRSF7","ENSMICG00000005046","serine and arginine rich splicing factor 7 [Source:HGNC Symbol;Acc:HGNC:10789]"
"1120","ATP6V0C","ENSG00000185883","1120.1.1","ATP6V0C","ENSMICG00000043687","ATPase H+ transporting V0 subunit c [Source:HGNC Symbol;Acc:HGNC:855]"
"1121","SETD7","ENSG00000145391","1121.1.1","SETD7","ENSMICG00000007056","SET domain containing 7, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:30412]"
"1122","NFKBIZ","ENSG00000144802","1122.1.1","NFKBIZ","ENSMICG00000048907","NFKB inhibitor zeta [Source:HGNC Symbol;Acc:HGNC:29805]"
"1123","NEK4","ENSG00000114904","1123.1.1","NEK4","ENSMICG00000016394","NIMA related kinase 4 [Source:HGNC Symbol;Acc:HGNC:11399]"
"1124","IQSEC1","ENSG00000144711","1124.1.1","IQSEC1","ENSMICG00000002633","IQ motif and Sec7 domain ArfGEF 1 [Source:HGNC Symbol;Acc:HGNC:29112]"
"1125","CEP350","ENSG00000135837","1125.1.1","CEP350","ENSMICG00000011196","centrosomal protein 350 [Source:HGNC Symbol;Acc:HGNC:24238]"
"1126","ADM","ENSG00000148926","1126.1.1","ADM","ENSMICG00000033713","adrenomedullin [Source:HGNC Symbol;Acc:HGNC:259]"
"1127","SESN2","ENSG00000130766","1127.1.1","SESN2","ENSMICG00000037742","sestrin 2 [Source:HGNC Symbol;Acc:HGNC:20746]"
"1128","SLC49A4","ENSG00000138463","1128.1.1","SLC49A4","ENSMICG00000048933","solute carrier family 49 member 4 [Source:HGNC Symbol;Acc:HGNC:16628]"
"1129","DOLPP1","ENSG00000167130","1129.1.1","DOLPP1","ENSMICG00000005907","dolichyldiphosphatase 1 [Source:HGNC Symbol;Acc:HGNC:29565]"
"1130","ARIH2","ENSG00000177479","1130.1.1","ARIH2","ENSMICG00000007837","ariadne RBR E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:690]"
"1131","ARL15","ENSG00000185305","1131.1.1","ENSMICG00000028770","ENSMICG00000028770",""
"1131","ARL15","ENSG00000185305","1131.1.2","ENSMICG00000033364","ENSMICG00000033364",""
"1132","FUT8","ENSG00000033170","1132.1.1","FUT8","ENSMICG00000038097","fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019]"
"1133","SRRM1","ENSG00000133226","1133.1.1","SRRM1","ENSMICG00000006553","serine and arginine repetitive matrix 1 [Source:HGNC Symbol;Acc:HGNC:16638]"
"1134","PIK3R5","ENSG00000141506","1134.1.1","PIK3R5","ENSMICG00000011867","phosphoinositide-3-kinase regulatory subunit 5 [Source:HGNC Symbol;Acc:HGNC:30035]"
"1135","KHNYN","ENSG00000100441","1135.1.1","KHNYN","ENSMICG00000014257","KH and NYN domain containing [Source:HGNC Symbol;Acc:HGNC:20166]"
"1136","ARMC7","ENSG00000125449","1136.1.1","ARMC7","ENSMICG00000043029","armadillo repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:26168]"
"1137","POLA2","ENSG00000014138","1137.1.1","POLA2","ENSMICG00000008635","DNA polymerase alpha 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:30073]"
"1138","ABCD2","ENSG00000173208","1138.1.1","ABCD2","ENSMICG00000033054","ATP binding cassette subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:66]"
"1139","PLTP","ENSG00000100979","1139.1.1","PLTP","ENSMICG00000011275","phospholipid transfer protein [Source:HGNC Symbol;Acc:HGNC:9093]"
"1140","XPO7","ENSG00000130227","1140.1.1","XPO7","ENSMICG00000011573","exportin 7 [Source:HGNC Symbol;Acc:HGNC:14108]"
"1141","APPL1","ENSG00000157500","1141.1.1","APPL1","ENSMICG00000005574","adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1 [Source:HGNC Symbol;Acc:HGNC:24035]"
"1142","DUS3L","ENSG00000141994","1142.1.1","DUS3L","ENSMICG00000007097","dihydrouridine synthase 3 like [Source:HGNC Symbol;Acc:HGNC:26920]"
"1143","C16ORF46","ENSG00000166455","1143.1.1","C16orf46","ENSMICG00000045406","chromosome 16 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:26525]"
"1144","ZSWIM4","ENSG00000132003","1144.1.1","ZSWIM4","ENSMICG00000037649","zinc finger SWIM-type containing 4 [Source:HGNC Symbol;Acc:HGNC:25704]"
"1145","SGK3","ENSG00000104205","1145.1.1","SGK3","ENSMICG00000007046","serum/glucocorticoid regulated kinase family member 3 [Source:HGNC Symbol;Acc:HGNC:10812]"
"1146","YWHAQ","ENSG00000134308","1146.1.1","YWHAQ","ENSMICG00000000973","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta [Source:HGNC Symbol;Acc:HGNC:12854]"
"1147","PACS2","ENSG00000179364","1147.1.1","PACS2","ENSMICG00000001030","phosphofurin acidic cluster sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:23794]"
"1148","CDK2AP2","ENSG00000167797","1148.1.1","CDK2AP2","ENSMICG00000029533","cyclin dependent kinase 2 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:30833]"
"1149","FUCA2","ENSG00000001036","1149.1.1","FUCA2","ENSMICG00000026320","alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008]"
"1150","ERBIN","ENSG00000112851","1150.1.1","ERBIN","ENSMICG00000007584","erbb2 interacting protein [Source:HGNC Symbol;Acc:HGNC:15842]"
"1151","TMED2","ENSG00000086598","1151.1.1","TMED2","ENSMICG00000038482","transmembrane p24 trafficking protein 2 [Source:HGNC Symbol;Acc:HGNC:16996]"
"1152","USF1","ENSG00000158773","1152.1.1","USF1","ENSMICG00000007199","upstream transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:12593]"
"1153","RIPK1","ENSG00000137275","1153.1.1","RIPK1","ENSMICG00000010628","receptor interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:10019]"
"1154","CARD19","ENSG00000165233","1154.1.1","CARD19","ENSMICG00000038201","caspase recruitment domain family member 19 [Source:HGNC Symbol;Acc:HGNC:28148]"
"1155","PARK7","ENSG00000116288","1155.1.1","ENSMICG00000008470","ENSMICG00000008470",""
"1155","PARK7","ENSG00000116288","1155.1.2","ENSMICG00000035068","ENSMICG00000035068",""
"1155","PARK7","ENSG00000116288","1155.1.3","ENSMICG00000041818","ENSMICG00000041818",""
"1156","LRRFIP1","ENSG00000124831","1156.1.1","LRRFIP1","ENSMICG00000031882","LRR binding FLII interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:6702]"
"1157","HIVEP1","ENSG00000095951","1157.1.1","HIVEP1","ENSMICG00000032151","HIVEP zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:4920]"
"1158","NARS2","ENSG00000137513","1158.1.1","NARS2","ENSMICG00000015093","asparaginyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26274]"
"1159","SOD2","ENSG00000291237","1159.1.1","SOD2","ENSMICG00000035793","superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180]"
"1160","SMDT1","ENSG00000183172","1160.1.1","SMDT1","ENSMICG00000029867","single-pass membrane protein with aspartate rich tail 1 [Source:HGNC Symbol;Acc:HGNC:25055]"
"1161","IPP","ENSG00000197429","1161.1.1","IPP","ENSMICG00000007162","intracisternal A particle-promoted polypeptide [Source:HGNC Symbol;Acc:HGNC:6108]"
"1162","MAP3K14","ENSG00000006062","1162.1.1","MAP3K14","ENSMICG00000003887","mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]"
"1163","RRM2B","ENSG00000048392","1163.1.1","RRM2B","ENSMICG00000033193","ribonucleotide reductase regulatory TP53 inducible subunit M2B [Source:HGNC Symbol;Acc:HGNC:17296]"
"1164","SAC3D1","ENSG00000168061","1164.1.1","SAC3D1","ENSMICG00000031764","SAC3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30179]"
"1165","HSPD1","ENSG00000144381","1165.1.1","HSPD1","ENSMICG00000028600","heat shock protein family D (Hsp60) member 1 [Source:HGNC Symbol;Acc:HGNC:5261]"
"1166","TOR3A","ENSG00000186283","1166.1.1","TOR3A","ENSMICG00000004404","torsin family 3 member A [Source:HGNC Symbol;Acc:HGNC:11997]"
"1167","BLOC1S6","ENSG00000104164","1167.1.1","BLOC1S6","ENSMICG00000005595","biogenesis of lysosomal organelles complex 1 subunit 6 [Source:HGNC Symbol;Acc:HGNC:8549]"
"1168","FOSL2","ENSG00000075426","1168.1.1","FOSL2","ENSMICG00000028779","FOS like 2, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3798]"
"1169","RASSF3","ENSG00000153179","1169.1.1","RASSF3","ENSMICG00000012044","Ras association domain family member 3 [Source:HGNC Symbol;Acc:HGNC:14271]"
"1170","VPS26A","ENSG00000122958","1170.1.1","ENSMICG00000014940","ENSMICG00000014940",""
"1170","VPS26A","ENSG00000122958","1170.1.2","ENSMICG00000028862","ENSMICG00000028862",""
"1170","VPS26A","ENSG00000122958","1170.1.3","ENSMICG00000045069","ENSMICG00000045069",""
"1170","VPS26A","ENSG00000122958","1170.1.4","ENSMICG00000046847","ENSMICG00000046847",""
"1171","SF1","ENSG00000168066","1171.1.1","SF1","ENSMICG00000001202","splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:12950]"
"1172","ARMH3","ENSG00000120029","1172.1.1","ARMH3","ENSMICG00000011767","armadillo like helical domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25788]"
"1173","TUT1","ENSG00000149016","1173.1.1","TUT1","ENSMICG00000009841","terminal uridylyl transferase 1, U6 snRNA-specific [Source:HGNC Symbol;Acc:HGNC:26184]"
"1174","FZD1","ENSG00000157240","1174.1.1","N/A","N/A","N/A"
"1175","TMEM140","ENSG00000146859","1175.1.1","N/A","N/A","N/A"
"1176","VRK2","ENSG00000028116","1176.1.1","VRK2","ENSMICG00000015032","VRK serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12719]"
"1177","RPN1","ENSG00000163902","1177.1.1","ENSMICG00000044691","ENSMICG00000044691",""
"1178","ZNF821","ENSG00000102984","1178.1.1","ZNF821","ENSMICG00000035245","zinc finger protein 821 [Source:HGNC Symbol;Acc:HGNC:28043]"
"1179","RAP1B","ENSG00000127314","1179.1.1","RAP1B","ENSMICG00000013148","RAP1B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9857]"
"1180","RNPC3","ENSG00000185946","1180.1.1","RNPC3","ENSMICG00000029591","RNA binding region (RNP1, RRM) containing 3 [Source:HGNC Symbol;Acc:HGNC:18666]"
"1181","DGUOK","ENSG00000114956","1181.1.1","DGUOK","ENSMICG00000006034","deoxyguanosine kinase [Source:HGNC Symbol;Acc:HGNC:2858]"
"1182","LSM6","ENSG00000164167","1182.1.1","LSM6","ENSMICG00000042599","LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:17017]"
"1183","LETM2","ENSG00000165046","1183.1.1","LETM2","ENSMICG00000009157","leucine zipper and EF-hand containing transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:14648]"
"1184","SAP130","ENSG00000136715","1184.1.1","SAP130","ENSMICG00000000105","Sin3A associated protein 130 [Source:HGNC Symbol;Acc:HGNC:29813]"
"1185","MYC","ENSG00000136997","1185.1.1","MYC","ENSMICG00000014990","MYC proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7553]"
"1186","CXCR4","ENSG00000121966","1186.1.1","CXCR4","ENSMICG00000013852","C-X-C motif chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:2561]"
"1187","KDM3A","ENSG00000115548","1187.1.1","KDM3A","ENSMICG00000000781","lysine demethylase 3A [Source:HGNC Symbol;Acc:HGNC:20815]"
"1188","MASTL","ENSG00000120539","1188.1.1","MASTL","ENSMICG00000009327","microtubule associated serine/threonine kinase like [Source:HGNC Symbol;Acc:HGNC:19042]"
"1189","TMEM43","ENSG00000170876","1189.1.1","N/A","N/A","N/A"
"1190","TMEM143","ENSG00000161558","1190.1.1","TMEM143","ENSMICG00000004064","transmembrane protein 143 [Source:HGNC Symbol;Acc:HGNC:25603]"
"1191","CDC26","ENSG00000176386","1191.1.1","CDC26","ENSMICG00000035931","cell division cycle 26 [Source:HGNC Symbol;Acc:HGNC:17839]"
"1192","PDIA4","ENSG00000155660","1192.1.1","PDIA4","ENSMICG00000030583","protein disulfide isomerase family A member 4 [Source:HGNC Symbol;Acc:HGNC:30167]"
"1193","CTTNBP2NL","ENSG00000143079","1193.1.1","CTTNBP2NL","ENSMICG00000009868","CTTNBP2 N-terminal like [Source:HGNC Symbol;Acc:HGNC:25330]"
"1194","SNX27","ENSG00000143376","1194.1.1","SNX27","ENSMICG00000028737","sorting nexin 27 [Source:HGNC Symbol;Acc:HGNC:20073]"
"1195","RHBDF2","ENSG00000129667","1195.1.1","RHBDF2","ENSMICG00000013408","rhomboid 5 homolog 2 [Source:HGNC Symbol;Acc:HGNC:20788]"
"1196","RAPH1","ENSG00000173166","1196.1.1","RAPH1","ENSMICG00000001085","Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 [Source:HGNC Symbol;Acc:HGNC:14436]"
"1197","RNASEL","ENSG00000135828","1197.1.1","RNASEL","ENSMICG00000026907","ribonuclease L [Source:HGNC Symbol;Acc:HGNC:10050]"
"1198","TEP1","ENSG00000129566","1198.1.1","TEP1","ENSMICG00000001497","telomerase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:11726]"
"1199","PTK2","ENSG00000169398","1199.1.1","PTK2","ENSMICG00000004440","protein tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:9611]"
"1200","SESN1","ENSG00000080546","1200.1.1","SESN1","ENSMICG00000038030","sestrin 1 [Source:HGNC Symbol;Acc:HGNC:21595]"
"1201","ALDH3A2","ENSG00000072210","1201.1.1","ALDH3A2","ENSMICG00000001237","aldehyde dehydrogenase 3 family member A2 [Source:HGNC Symbol;Acc:HGNC:403]"
"1202","PCGF1","ENSG00000115289","1202.1.1","PCGF1","ENSMICG00000006222","polycomb group ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17615]"
"1203","PSMD4","ENSG00000159352","1203.1.1","PSMD4","ENSMICG00000016117","proteasome 26S subunit ubiquitin receptor, non-ATPase 4 [Source:HGNC Symbol;Acc:HGNC:9561]"
"1204","KDM4A","ENSG00000066135","1204.1.1","KDM4A","ENSMICG00000007152","lysine demethylase 4A [Source:HGNC Symbol;Acc:HGNC:22978]"
"1205","TOP2B","ENSG00000077097","1205.1.1","TOP2B","ENSMICG00000049035","DNA topoisomerase II beta [Source:HGNC Symbol;Acc:HGNC:11990]"
"1206","UBAP2","ENSG00000137073","1206.1.1","UBAP2","ENSMICG00000012187","ubiquitin associated protein 2 [Source:HGNC Symbol;Acc:HGNC:14185]"
"1207","PTP4A2","ENSG00000184007","1207.1.1","PTP4A2","ENSMICG00000001424","protein tyrosine phosphatase 4A2 [Source:HGNC Symbol;Acc:HGNC:9635]"
"1208","ART3","ENSG00000156219","1208.1.1","ART3","ENSMICG00000000929","ADP-ribosyltransferase 3 (inactive) [Source:HGNC Symbol;Acc:HGNC:725]"
"1209","BCL3","ENSG00000069399","1209.1.1","BCL3","ENSMICG00000042120","BCL3 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:998]"
"1210","YPEL5","ENSG00000119801","1210.1.1","YPEL5","ENSMICG00000038178","yippee like 5 [Source:HGNC Symbol;Acc:HGNC:18329]"
"1211","CCDC9","ENSG00000105321","1211.1.1","CCDC9","ENSMICG00000008823","coiled-coil domain containing 9 [Source:HGNC Symbol;Acc:HGNC:24560]"
"1212","CCT6B","ENSG00000132141","1212.1.1","CCT6B","ENSMICG00000035976","chaperonin containing TCP1 subunit 6B [Source:HGNC Symbol;Acc:HGNC:1621]"
"1213","COLGALT1","ENSG00000130309","1213.1.1","COLGALT1","ENSMICG00000037557","collagen beta(1-O)galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26182]"
"1214","PRR12","ENSG00000126464","1214.1.1","PRR12","ENSMICG00000032448","proline rich 12 [Source:HGNC Symbol;Acc:HGNC:29217]"
"1215","INTS4","ENSG00000149262","1215.1.1","ENSMICG00000043874","ENSMICG00000043874",""
"1216","ORMDL1","ENSG00000128699","1216.1.1","ORMDL1","ENSMICG00000031731","ORMDL sphingolipid biosynthesis regulator 1 [Source:HGNC Symbol;Acc:HGNC:16036]"
"1217","CASP6","ENSG00000138794","1217.1.1","CASP6","ENSMICG00000010297","caspase 6 [Source:HGNC Symbol;Acc:HGNC:1507]"
"1218","N4BP1","ENSG00000102921","1218.1.1","N4BP1","ENSMICG00000035077","NEDD4 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29850]"
"1219","GBP2","ENSG00000162645","1219.1.1","N/A","N/A","N/A"
"1220","TRAPPC6B","ENSG00000182400","1220.1.1","TRAPPC6B","ENSMICG00000005942","trafficking protein particle complex subunit 6B [Source:HGNC Symbol;Acc:HGNC:23066]"
"1221","SIN3A","ENSG00000169375","1221.1.1","SIN3A","ENSMICG00000016172","SIN3 transcription regulator family member A [Source:HGNC Symbol;Acc:HGNC:19353]"
"1222","RTRAF","ENSG00000087302","1222.1.1","ENSMICG00000008720","ENSMICG00000008720",""
"1222","RTRAF","ENSG00000087302","1222.1.2","ENSMICG00000027340","ENSMICG00000027340",""
"1223","CASP9","ENSG00000132906","1223.1.1","CASP9","ENSMICG00000003854","caspase 9 [Source:HGNC Symbol;Acc:HGNC:1511]"
"1224","FGD6","ENSG00000180263","1224.1.1","FGD6","ENSMICG00000005866","FYVE, RhoGEF and PH domain containing 6 [Source:HGNC Symbol;Acc:HGNC:21740]"
"1225","MADD","ENSG00000110514","1225.1.1","MADD","ENSMICG00000007074","MAP kinase activating death domain [Source:HGNC Symbol;Acc:HGNC:6766]"
"1226","XPO1","ENSG00000082898","1226.1.1","XPO1","ENSMICG00000027770","exportin 1 [Source:HGNC Symbol;Acc:HGNC:12825]"
"1227","R3HCC1L","ENSG00000166024","1227.1.1","R3HCC1L","ENSMICG00000000208","R3H domain and coiled-coil containing 1 like [Source:HGNC Symbol;Acc:HGNC:23512]"
"1228","EMP1","ENSG00000134531","1228.1.1","EMP1","ENSMICG00000006874","epithelial membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3333]"
"1229","PANK1","ENSG00000152782","1229.1.1","PANK1","ENSMICG00000016832","pantothenate kinase 1 [Source:HGNC Symbol;Acc:HGNC:8598]"
"1230","STAMBPL1","ENSG00000138134","1230.1.1","STAMBPL1","ENSMICG00000006526","STAM binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:24105]"
"1231","VCP","ENSG00000165280","1231.1.1","VCP","ENSMICG00000005481","valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]"
"1232","TBC1D13","ENSG00000107021","1232.1.1","TBC1D13","ENSMICG00000017647","TBC1 domain family member 13 [Source:HGNC Symbol;Acc:HGNC:25571]"
"1233","HEG1","ENSG00000173706","1233.1.1","HEG1","ENSMICG00000049378","heart development protein with EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:29227]"
"1234","SP3","ENSG00000172845","1234.1.1","SP3","ENSMICG00000014796","Sp3 transcription factor [Source:HGNC Symbol;Acc:HGNC:11208]"
"1235","TET3","ENSG00000187605","1235.1.1","TET3","ENSMICG00000011291","tet methylcytosine dioxygenase 3 [Source:HGNC Symbol;Acc:HGNC:28313]"
"1236","HMBOX1","ENSG00000147421","1236.1.1","HMBOX1","ENSMICG00000010422","homeobox containing 1 [Source:HGNC Symbol;Acc:HGNC:26137]"
"1237","TARDBP","ENSG00000120948","1237.1.1","TARDBP","ENSMICG00000003838","TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571]"
"1238","TMEM11","ENSG00000178307","1238.1.1","TMEM11","ENSMICG00000003895","transmembrane protein 11 [Source:HGNC Symbol;Acc:HGNC:16823]"
"1239","ATL3","ENSG00000184743","1239.1.1","ATL3","ENSMICG00000015189","atlastin GTPase 3 [Source:HGNC Symbol;Acc:HGNC:24526]"
"1240","TMEM59","ENSG00000116209","1240.1.1","TMEM59","ENSMICG00000031709","transmembrane protein 59 [Source:HGNC Symbol;Acc:HGNC:1239]"
"1241","MAX","ENSG00000125952","1241.1.1","MAX","ENSMICG00000035782","MYC associated factor X [Source:HGNC Symbol;Acc:HGNC:6913]"
"1242","ZSWIM8","ENSG00000214655","1242.1.1","ZSWIM8","ENSMICG00000032425","zinc finger SWIM-type containing 8 [Source:HGNC Symbol;Acc:HGNC:23528]"
"1243","VDAC2","ENSG00000165637","1243.1.1","VDAC2","ENSMICG00000017815","voltage dependent anion channel 2 [Source:HGNC Symbol;Acc:HGNC:12672]"
"1244","STX3","ENSG00000166900","1244.1.1","STX3","ENSMICG00000015251","syntaxin 3 [Source:HGNC Symbol;Acc:HGNC:11438]"
"1245","INPPL1","ENSG00000165458","1245.1.1","INPPL1","ENSMICG00000011696","inositol polyphosphate phosphatase like 1 [Source:HGNC Symbol;Acc:HGNC:6080]"
"1246","JAK2","ENSG00000096968","1246.1.1","JAK2","ENSMICG00000003885","Janus kinase 2 [Source:HGNC Symbol;Acc:HGNC:6192]"
"1247","PLIN2","ENSG00000147872","1247.1.1","PLIN2","ENSMICG00000005214","perilipin 2 [Source:HGNC Symbol;Acc:HGNC:248]"
"1248","CAPZA1","ENSG00000116489","1248.1.1","CAPZA1","ENSMICG00000003182","capping actin protein of muscle Z-line subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:1488]"
"1249","DUSP23","ENSG00000158716","1249.1.1","DUSP23","ENSMICG00000031321","dual specificity phosphatase 23 [Source:HGNC Symbol;Acc:HGNC:21480]"
"1250","TNRC6A","ENSG00000090905","1250.1.1","TNRC6A","ENSMICG00000030685","trinucleotide repeat containing adaptor 6A [Source:HGNC Symbol;Acc:HGNC:11969]"
"1251","NBEAL2","ENSG00000160796","1251.1.1","NBEAL2","ENSMICG00000017654","neurobeachin like 2 [Source:HGNC Symbol;Acc:HGNC:31928]"
"1252","DNMT3A","ENSG00000119772","1252.1.1","ENSMICG00000004108","ENSMICG00000004108",""
"1252","DNMT3A","ENSG00000119772","1252.1.2","ENSMICG00000030149","ENSMICG00000030149",""
"1252","DNMT3A","ENSG00000119772","1252.1.3","ENSMICG00000036558","ENSMICG00000036558",""
"1253","EIF2S2","ENSG00000125977","1253.1.1","ENSMICG00000006944","ENSMICG00000006944",""
"1253","EIF2S2","ENSG00000125977","1253.1.2","ENSMICG00000028840","ENSMICG00000028840",""
"1254","GMFB","ENSG00000197045","1254.1.1","ENSMICG00000026534","ENSMICG00000026534",""
"1254","GMFB","ENSG00000197045","1254.1.2","ENSMICG00000046301","ENSMICG00000046301",""
"1255","UFSP2","ENSG00000109775","1255.1.1","ENSMICG00000010888","ENSMICG00000010888",""
"1255","UFSP2","ENSG00000109775","1255.1.2","ENSMICG00000033375","ENSMICG00000033375",""
"1256","GNAI2","ENSG00000114353","1256.1.1","GNAI2","ENSMICG00000016278","G protein subunit alpha i2 [Source:HGNC Symbol;Acc:HGNC:4385]"
"1257","MAPKAPK2","ENSG00000162889","1257.1.1","MAPKAPK2","ENSMICG00000008345","MAPK activated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:6887]"
"1258","SLC30A1","ENSG00000170385","1258.1.1","SLC30A1","ENSMICG00000034511","solute carrier family 30 member 1 [Source:HGNC Symbol;Acc:HGNC:11012]"
"1259","IBTK","ENSG00000005700","1259.1.1","IBTK","ENSMICG00000005321","inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853]"
"1260","PHTF1","ENSG00000116793","1260.1.1","PHTF1","ENSMICG00000001360","putative homeodomain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:8939]"
"1261","MIA3","ENSG00000154305","1261.1.1","MIA3","ENSMICG00000017165","MIA SH3 domain ER export factor 3 [Source:HGNC Symbol;Acc:HGNC:24008]"
"1262","ST3GAL1","ENSG00000008513","1262.1.1","ST3GAL1","ENSMICG00000030976","ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]"
"1263","TXN","ENSG00000136810","1263.1.1","TXN","ENSMICG00000002128","thioredoxin [Source:HGNC Symbol;Acc:HGNC:12435]"
"1264","NDC1","ENSG00000058804","1264.1.1","NDC1","ENSMICG00000014272","NDC1 transmembrane nucleoporin [Source:HGNC Symbol;Acc:HGNC:25525]"
"1265","SRSF3","ENSG00000112081","1265.1.1","ENSMICG00000029154","ENSMICG00000029154",""
"1265","SRSF3","ENSG00000112081","1265.1.2","ENSMICG00000037691","ENSMICG00000037691",""
"1266","COPS5","ENSG00000121022","1266.1.1","COPS5","ENSMICG00000011042","COP9 signalosome subunit 5 [Source:HGNC Symbol;Acc:HGNC:2240]"
"1267","ARMCX3","ENSG00000102401","1267.1.1","N/A","N/A","N/A"
