"g#","initial_alias","initial_ensg","o#","ortholog_name","ortholog_ensg","description"
"1083","PPCS","ENSG00000127125","1083.1.1","ppcs","ENSDARG00000061889","phosphopantothenoylcysteine synthetase [Source:ZFIN;Acc:ZDB-GENE-060512-104]"
"1084","MAP3K5","ENSG00000197442","1084.1.1","map3k5","ENSDARG00000005416","mitogen-activated protein kinase kinase kinase 5 [Source:ZFIN;Acc:ZDB-GENE-030827-3]"
"1085","FAM117B","ENSG00000138439","1085.1.1","N/A","N/A","N/A"
"1086","ACSS2","ENSG00000131069","1086.1.1","acss2","ENSDARG00000037781","acyl-CoA synthetase short chain family member 2 [Source:ZFIN;Acc:ZDB-GENE-040718-388]"
"1087","DIP2B","ENSG00000066084","1087.1.1","dip2ba","ENSDARG00000005350","disco-interacting protein 2 homolog Ba [Source:ZFIN;Acc:ZDB-GENE-040426-2305]"
"1087","DIP2B","ENSG00000066084","1087.1.2","ENSDARG00000016348","ENSDARG00000016348",""
"1088","PECAM1","ENSG00000261371","1088.1.1","pecam1a","ENSDARG00000060263","platelet and endothelial cell adhesion molecule 1a [Source:ZFIN;Acc:ZDB-GENE-130530-689]"
"1088","PECAM1","ENSG00000261371","1088.1.2","ENSDARG00000103020","ENSDARG00000103020",""
"1089","TMEM86A","ENSG00000151117","1089.1.1","tmem86a","ENSDARG00000044034","transmembrane protein 86A [Source:ZFIN;Acc:ZDB-GENE-050320-81]"
"1090","RARA","ENSG00000131759","1090.1.1","N/A","N/A","N/A"
"1091","PLEKHA2","ENSG00000169499","1091.1.1","plekha2","ENSDARG00000078221","pleckstrin homology domain containing A2 [Source:ZFIN;Acc:ZDB-GENE-081105-163]"
"1092","SIAH2","ENSG00000181788","1092.1.1","siah2l","ENSDARG00000044381","seven in absentia homolog 2 (Drosophila)-like [Source:ZFIN;Acc:ZDB-GENE-030922-1]"
"1093","ACOT7","ENSG00000097021","1093.1.1","acot7","ENSDARG00000018653","acyl-CoA thioesterase 7 [Source:ZFIN;Acc:ZDB-GENE-040912-42]"
"1094","SRSF5","ENSG00000100650","1094.1.1","srsf5b","ENSDARG00000027734","serine and arginine rich splicing factor 5b [Source:ZFIN;Acc:ZDB-GENE-040718-354]"
"1095","HGF","ENSG00000019991","1095.1.1","hgfa","ENSDARG00000045544","hepatocyte growth factor a [Source:ZFIN;Acc:ZDB-GENE-041014-2]"
"1095","HGF","ENSG00000019991","1095.1.2","HGF","ENSDARG00000079076","hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893]"
"1096","NECAP1","ENSG00000089818","1096.1.1","necap1","ENSDARG00000020798","NECAP endocytosis associated 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1682]"
"1097","IL6ST","ENSG00000134352","1097.1.1","N/A","N/A","N/A"
"1098","FBXO33","ENSG00000165355","1098.1.1","fbxo33","ENSDARG00000075400","F-box protein 33 [Source:ZFIN;Acc:ZDB-GENE-100618-2]"
"1099","EEPD1","ENSG00000122547","1099.1.1","eepd1","ENSDARG00000071116","endonuclease/exonuclease/phosphatase family domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1831]"
"1100","ANP32A","ENSG00000140350","1100.1.1","anp32a","ENSDARG00000006487","acidic (leucine-rich) nuclear phosphoprotein 32 family, member A [Source:ZFIN;Acc:ZDB-GENE-030131-7850]"
"1101","PHYH","ENSG00000107537","1101.1.1","phyh","ENSDARG00000086740","phytanoyl-CoA 2-hydroxylase [Source:ZFIN;Acc:ZDB-GENE-050417-361]"
"1102","SIPA1L2","ENSG00000116991","1102.1.1","sipa1l2","ENSDARG00000061640","signal-induced proliferation-associated 1 like 2 [Source:ZFIN;Acc:ZDB-GENE-050208-66]"
"1103","PDE8A","ENSG00000073417","1103.1.1","pde8a","ENSDARG00000087941","phosphodiesterase 8A [Source:ZFIN;Acc:ZDB-GENE-070112-622]"
"1104","UGDH","ENSG00000109814","1104.1.1","ugdh","ENSDARG00000019838","UDP-glucose 6-dehydrogenase [Source:ZFIN;Acc:ZDB-GENE-011022-1]"
"1105","ABCC5","ENSG00000114770","1105.1.1","abcc5","ENSDARG00000061233","ATP-binding cassette, sub-family C (CFTR/MRP), member 5 [Source:ZFIN;Acc:ZDB-GENE-050517-17]"
"1106","ITGAV","ENSG00000138448","1106.1.1","itgav","ENSDARG00000006314","integrin, alpha V [Source:ZFIN;Acc:ZDB-GENE-060616-382]"
"1107","LYZ","ENSG00000090382","1107.1.1","N/A","N/A","N/A"
"1108","ZNF503","ENSG00000165655","1108.1.1","znf503","ENSDARG00000018492","zinc finger protein 503 [Source:ZFIN;Acc:ZDB-GENE-031113-5]"
"1109","ZC3HAV1","ENSG00000105939","1109.1.1","N/A","N/A","N/A"
"1110","TTC39C","ENSG00000168234","1110.1.1","ttc39c","ENSDARG00000102308","tetratricopeptide repeat domain 39C [Source:ZFIN;Acc:ZDB-GENE-050522-194]"
"1111","COQ10B","ENSG00000115520","1111.1.1","coq10b","ENSDARG00000056141","coenzyme Q10B [Source:ZFIN;Acc:ZDB-GENE-050417-263]"
"1112","SH2B1","ENSG00000178188","1112.1.1","sh2b1","ENSDARG00000057679","SH2B adaptor protein 1 [Source:ZFIN;Acc:ZDB-GENE-070209-188]"
"1113","SKAP2","ENSG00000005020","1113.1.1","skap2","ENSDARG00000000906","src kinase associated phosphoprotein 2 [Source:ZFIN;Acc:ZDB-GENE-030616-438]"
"1114","ADPGK","ENSG00000159322","1114.1.1","adpgk","ENSDARG00000063525","ADP-dependent glucokinase [Source:ZFIN;Acc:ZDB-GENE-061103-421]"
"1115","SLC35B1","ENSG00000121073","1115.1.1","slc35b1","ENSDARG00000038213","solute carrier family 35 member B1 [Source:ZFIN;Acc:ZDB-GENE-040912-148]"
"1116","MPHOSPH9","ENSG00000051825","1116.1.1","N/A","N/A","N/A"
"1117","SLC25A28","ENSG00000155287","1117.1.1","slc25a28","ENSDARG00000052994","solute carrier family 25 member 28 [Source:ZFIN;Acc:ZDB-GENE-040426-2125]"
"1118","MON1B","ENSG00000103111","1118.1.1","MON1B","ENSDARG00000035686","MON1 homolog B, secretory trafficking associated [Source:HGNC Symbol;Acc:HGNC:25020]"
"1118","MON1B","ENSG00000103111","1118.1.2","mon1bb","ENSDARG00000077434","MON1 secretory trafficking family member Bb [Source:ZFIN;Acc:ZDB-GENE-030131-3790]"
"1119","SRSF7","ENSG00000115875","1119.1.1","srsf7b","ENSDARG00000101057","serine and arginine rich splicing factor 7b [Source:ZFIN;Acc:ZDB-GENE-050913-95]"
"1120","ATP6V0C","ENSG00000185883","1120.1.1","atp6v0cb","ENSDARG00000036577","ATPase H+ transporting V0 subunit cb [Source:ZFIN;Acc:ZDB-GENE-030131-4127]"
"1120","ATP6V0C","ENSG00000185883","1120.1.2","atp6v0ca","ENSDARG00000057853","ATPase H+ transporting V0 subunit ca [Source:ZFIN;Acc:ZDB-GENE-020419-23]"
"1121","SETD7","ENSG00000145391","1121.1.1","setd7","ENSDARG00000038858","SET domain containing 7, histone lysine methyltransferase [Source:ZFIN;Acc:ZDB-GENE-040718-156]"
"1122","NFKBIZ","ENSG00000144802","1122.1.1","NFKBIZ","ENSDARG00000102097","NFKB inhibitor zeta [Source:HGNC Symbol;Acc:HGNC:29805]"
"1123","NEK4","ENSG00000114904","1123.1.1","nek4","ENSDARG00000040152","NIMA-related kinase 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1392]"
"1124","IQSEC1","ENSG00000144711","1124.1.1","iqsec1b","ENSDARG00000016551","IQ motif and Sec7 domain ArfGEF 1b [Source:ZFIN;Acc:ZDB-GENE-120813-1]"
"1124","IQSEC1","ENSG00000144711","1124.1.2","IQSEC1","ENSDARG00000073822","IQ motif and Sec7 domain ArfGEF 1 [Source:HGNC Symbol;Acc:HGNC:29112]"
"1125","CEP350","ENSG00000135837","1125.1.1","cep350","ENSDARG00000058000","centrosomal protein 350 [Source:ZFIN;Acc:ZDB-GENE-030131-6975]"
"1126","ADM","ENSG00000148926","1126.1.1","adma","ENSDARG00000015263","adrenomedullin a [Source:ZFIN;Acc:ZDB-GENE-120221-5]"
"1126","ADM","ENSG00000148926","1126.1.2","admb","ENSDARG00000069027","adrenomedullin b [Source:ZFIN;Acc:ZDB-GENE-120221-6]"
"1127","SESN2","ENSG00000130766","1127.1.1","sesn2","ENSDARG00000070012","sestrin 2 [Source:ZFIN;Acc:ZDB-GENE-070108-1]"
"1128","SLC49A4","ENSG00000138463","1128.1.1","slc49a4","ENSDARG00000009783","solute carrier family 49 member 4 [Source:ZFIN;Acc:ZDB-GENE-040912-167]"
"1129","DOLPP1","ENSG00000167130","1129.1.1","dolpp1","ENSDARG00000036915","dolichyldiphosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-041024-11]"
"1130","ARIH2","ENSG00000177479","1130.1.1","arih2","ENSDARG00000012848","ariadne homolog 2 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-040426-2158]"
"1131","ARL15","ENSG00000185305","1131.1.1","arl15b","ENSDARG00000057995","ADP-ribosylation factor-like 15b [Source:ZFIN;Acc:ZDB-GENE-080813-2]"
"1131","ARL15","ENSG00000185305","1131.1.2","arl15a","ENSDARG00000076040","ADP-ribosylation factor-like 15a [Source:ZFIN;Acc:ZDB-GENE-070209-3]"
"1132","FUT8","ENSG00000033170","1132.1.1","fut8a","ENSDARG00000015449","fucosyltransferase 8a (alpha (1,6) fucosyltransferase) [Source:ZFIN;Acc:ZDB-GENE-031118-20]"
"1132","FUT8","ENSG00000033170","1132.1.2","fut8b","ENSDARG00000088117","fucosyltransferase 8b (alpha (1,6) fucosyltransferase) [Source:ZFIN;Acc:ZDB-GENE-130530-923]"
"1133","SRRM1","ENSG00000133226","1133.1.1","N/A","N/A","N/A"
"1134","PIK3R5","ENSG00000141506","1134.1.1","pik3r5","ENSDARG00000102762","phosphoinositide-3-kinase, regulatory subunit 5 [Source:ZFIN;Acc:ZDB-GENE-030131-2308]"
"1135","KHNYN","ENSG00000100441","1135.1.1","N/A","N/A","N/A"
"1136","ARMC7","ENSG00000125449","1136.1.1","N/A","N/A","N/A"
"1137","POLA2","ENSG00000014138","1137.1.1","pola2","ENSDARG00000015070","polymerase (DNA directed), alpha 2 [Source:ZFIN;Acc:ZDB-GENE-030131-778]"
"1138","ABCD2","ENSG00000173208","1138.1.1","abcd2","ENSDARG00000059409","ATP-binding cassette, sub-family D (ALD), member 2 [Source:ZFIN;Acc:ZDB-GENE-050517-28]"
"1138","ABCD2","ENSG00000173208","1138.1.2","ABCD2","ENSDARG00000099178","ATP binding cassette subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:66]"
"1139","PLTP","ENSG00000100979","1139.1.1","pltp","ENSDARG00000104495","phospholipid transfer protein [Source:ZFIN;Acc:ZDB-GENE-040801-22]"
"1140","XPO7","ENSG00000130227","1140.1.1","xpo7","ENSDARG00000005540","exportin 7 [Source:ZFIN;Acc:ZDB-GENE-060628-2]"
"1141","APPL1","ENSG00000157500","1141.1.1","appl1","ENSDARG00000060734","adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1 [Source:ZFIN;Acc:ZDB-GENE-081016-1]"
"1142","DUS3L","ENSG00000141994","1142.1.1","dus3l","ENSDARG00000099528","dihydrouridine synthase 3-like (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-040426-1260]"
"1143","C16ORF46","ENSG00000166455","1143.1.1","N/A","N/A","N/A"
"1144","ZSWIM4","ENSG00000132003","1144.1.1","N/A","N/A","N/A"
"1145","SGK3","ENSG00000104205","1145.1.1","sgk3","ENSDARG00000062460","serum/glucocorticoid regulated kinase family member 3 [Source:ZFIN;Acc:ZDB-GENE-070424-62]"
"1146","YWHAQ","ENSG00000134308","1146.1.1","ywhaqb","ENSDARG00000023323","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide b [Source:ZFIN;Acc:ZDB-GENE-030131-7135]"
"1146","YWHAQ","ENSG00000134308","1146.1.2","ywhaqa","ENSDARG00000042539","tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide a [Source:ZFIN;Acc:ZDB-GENE-040122-5]"
"1147","PACS2","ENSG00000179364","1147.1.1","pacs2","ENSDARG00000078185","phosphofurin acidic cluster sorting protein 2 [Source:ZFIN;Acc:ZDB-GENE-081218-1]"
"1148","CDK2AP2","ENSG00000167797","1148.1.1","cdk2ap2","ENSDARG00000103145","cyclin dependent kinase 2 associated protein 2 [Source:ZFIN;Acc:ZDB-GENE-040718-35]"
"1149","FUCA2","ENSG00000001036","1149.1.1","fuca2","ENSDARG00000044073","alpha-L-fucosidase 2 [Source:ZFIN;Acc:ZDB-GENE-040822-39]"
"1150","ERBIN","ENSG00000112851","1150.1.1","erbin","ENSDARG00000044281","erbb2 interacting protein [Source:ZFIN;Acc:ZDB-GENE-061103-403]"
"1151","TMED2","ENSG00000086598","1151.1.1","tmed2","ENSDARG00000026908","transmembrane p24 trafficking protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-269]"
"1152","USF1","ENSG00000158773","1152.1.1","usf1l","ENSDARG00000014463","upstream transcription factor 1, like [Source:ZFIN;Acc:ZDB-GENE-040426-2269]"
"1152","USF1","ENSG00000158773","1152.1.2","usf1","ENSDARG00000041689","upstream transcription factor 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1072]"
"1153","RIPK1","ENSG00000137275","1153.1.1","ripk1l","ENSDARG00000006677","receptor (TNFRSF)-interacting serine-threonine kinase 1, like [Source:ZFIN;Acc:ZDB-GENE-070705-132]"
"1154","CARD19","ENSG00000165233","1154.1.1","N/A","N/A","N/A"
"1155","PARK7","ENSG00000116288","1155.1.1","park7","ENSDARG00000116835","parkinson protein 7 [Source:ZFIN;Acc:ZDB-GENE-041010-5]"
"1156","LRRFIP1","ENSG00000124831","1156.1.1","lrrfip1a","ENSDARG00000030012","leucine rich repeat (in FLII) interacting protein 1a [Source:ZFIN;Acc:ZDB-GENE-030131-99]"
"1156","LRRFIP1","ENSG00000124831","1156.1.2","ENSDARG00000095170","ENSDARG00000095170",""
"1157","HIVEP1","ENSG00000095951","1157.1.1","hivep1","ENSDARG00000103658","HIVEP zinc finger 1 [Source:ZFIN;Acc:ZDB-GENE-070912-512]"
"1158","NARS2","ENSG00000137513","1158.1.1","nars2","ENSDARG00000098441","asparaginyl-tRNA synthetase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-060929-596]"
"1159","SOD2","ENSG00000291237","1159.1.1","sod2","ENSDARG00000042644","superoxide dismutase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-030131-7742]"
"1160","SMDT1","ENSG00000183172","1160.1.1","ENSDARG00000095826","ENSDARG00000095826",""
"1160","SMDT1","ENSG00000183172","1160.1.2","smdt1b","ENSDARG00000098852","single-pass membrane protein with aspartate-rich tail 1b [Source:ZFIN;Acc:ZDB-GENE-141212-9]"
"1161","IPP","ENSG00000197429","1161.1.1","N/A","N/A","N/A"
"1162","MAP3K14","ENSG00000006062","1162.1.1","arf2b","ENSDARG00000056582","ADP-ribosylation factor 2b [Source:ZFIN;Acc:ZDB-GENE-030131-5234]"
"1162","MAP3K14","ENSG00000006062","1162.1.2","map3k14a","ENSDARG00000074060","mitogen-activated protein kinase kinase kinase 14a [Source:ZFIN;Acc:ZDB-GENE-120215-80]"
"1163","RRM2B","ENSG00000048392","1163.1.1","rrm2b","ENSDARG00000033367","ribonucleotide reductase M2 b [Source:ZFIN;Acc:ZDB-GENE-030616-614]"
"1164","SAC3D1","ENSG00000168061","1164.1.1","ENSDARG00000071271","ENSDARG00000071271","SAC3 domain containing 1 [Source:NCBI gene (formerly Entrezgene);Acc:561420]"
"1165","HSPD1","ENSG00000144381","1165.1.1","hspd1","ENSDARG00000056160","heat shock 60 protein 1 [Source:ZFIN;Acc:ZDB-GENE-021206-1]"
"1166","TOR3A","ENSG00000186283","1166.1.1","tor3a","ENSDARG00000079308","torsin family 3, member A [Source:ZFIN;Acc:ZDB-GENE-081104-165]"
"1167","BLOC1S6","ENSG00000104164","1167.1.1","bloc1s6","ENSDARG00000042933","biogenesis of lysosomal organelles complex-1, subunit 6, pallidin [Source:ZFIN;Acc:ZDB-GENE-070112-1862]"
"1168","FOSL2","ENSG00000075426","1168.1.1","fosl2","ENSDARG00000040623","FOS like 2, AP-1 transcription factor subunit [Source:ZFIN;Acc:ZDB-GENE-070209-164]"
"1168","FOSL2","ENSG00000075426","1168.1.2","ENSDARG00000092174","ENSDARG00000092174",""
"1169","RASSF3","ENSG00000153179","1169.1.1","rassf3","ENSDARG00000059064","Ras association domain family member 3 [Source:ZFIN;Acc:ZDB-GENE-100422-9]"
"1170","VPS26A","ENSG00000122958","1170.1.1","vps26a","ENSDARG00000056549","VPS26, retromer complex component A [Source:ZFIN;Acc:ZDB-GENE-040426-1108]"
"1171","SF1","ENSG00000168066","1171.1.1","sf1","ENSDARG00000008188","splicing factor 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2492]"
"1172","ARMH3","ENSG00000120029","1172.1.1","armh3","ENSDARG00000104285","armadillo like helical domain containing 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1249]"
"1173","TUT1","ENSG00000149016","1173.1.1","tut1","ENSDARG00000057321","terminal uridylyl transferase 1, U6 snRNA-specific [Source:ZFIN;Acc:ZDB-GENE-050706-68]"
"1174","FZD1","ENSG00000157240","1174.1.1","fzd1","ENSDARG00000106062","frizzled class receptor 1 [Source:ZFIN;Acc:ZDB-GENE-990415-219]"
"1175","TMEM140","ENSG00000146859","1175.1.1","N/A","N/A","N/A"
"1176","VRK2","ENSG00000028116","1176.1.1","vrk2","ENSDARG00000021547","VRK serine/threonine kinase 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1046]"
"1177","RPN1","ENSG00000163902","1177.1.1","rpn1","ENSDARG00000059323","ribophorin I [Source:ZFIN;Acc:ZDB-GENE-030131-4286]"
"1178","ZNF821","ENSG00000102984","1178.1.1","znf821","ENSDARG00000106989","zinc finger protein 821 [Source:ZFIN;Acc:ZDB-GENE-220321-4]"
"1179","RAP1B","ENSG00000127314","1179.1.1","rap1b","ENSDARG00000008867","RAP1B, member of RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-030131-9662]"
"1180","RNPC3","ENSG00000185946","1180.1.1","rnpc3","ENSDARG00000011247","RNA-binding region (RNP1, RRM) containing 3 [Source:ZFIN;Acc:ZDB-GENE-060312-35]"
"1181","DGUOK","ENSG00000114956","1181.1.1","dguok","ENSDARG00000075395","deoxyguanosine kinase [Source:ZFIN;Acc:ZDB-GENE-040625-14]"
"1182","LSM6","ENSG00000164167","1182.1.1","lsm6","ENSDARG00000036995","LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:ZFIN;Acc:ZDB-GENE-040625-50]"
"1183","LETM2","ENSG00000165046","1183.1.1","letm2","ENSDARG00000077515","leucine zipper-EF-hand containing transmembrane protein 2 [Source:ZFIN;Acc:ZDB-GENE-090521-4]"
"1184","SAP130","ENSG00000136715","1184.1.1","sap130a","ENSDARG00000056924","Sin3A-associated protein a [Source:ZFIN;Acc:ZDB-GENE-070615-5]"
"1184","SAP130","ENSG00000136715","1184.1.2","sap130b","ENSDARG00000079352","Sin3A-associated protein b [Source:ZFIN;Acc:ZDB-GENE-070912-570]"
"1185","MYC","ENSG00000136997","1185.1.1","mycb","ENSDARG00000007241","MYC proto-oncogene, bHLH transcription factor b [Source:ZFIN;Acc:ZDB-GENE-040426-780]"
"1185","MYC","ENSG00000136997","1185.1.2","myca","ENSDARG00000045695","MYC proto-oncogene, bHLH transcription factor a [Source:ZFIN;Acc:ZDB-GENE-990415-162]"
"1186","CXCR4","ENSG00000121966","1186.1.1","cxcr4b","ENSDARG00000041959","chemokine (C-X-C motif), receptor 4b [Source:ZFIN;Acc:ZDB-GENE-010614-1]"
"1186","CXCR4","ENSG00000121966","1186.1.2","cxcr4a","ENSDARG00000057633","chemokine (C-X-C motif) receptor 4a [Source:ZFIN;Acc:ZDB-GENE-020102-1]"
"1187","KDM3A","ENSG00000115548","1187.1.1","N/A","N/A","N/A"
"1188","MASTL","ENSG00000120539","1188.1.1","mastl","ENSDARG00000055566","microtubule associated serine/threonine kinase-like [Source:ZFIN;Acc:ZDB-GENE-040801-128]"
"1189","TMEM43","ENSG00000170876","1189.1.1","ENSDARG00000115428","ENSDARG00000115428",""
"1190","TMEM143","ENSG00000161558","1190.1.1","N/A","N/A","N/A"
"1191","CDC26","ENSG00000176386","1191.1.1","cdc26","ENSDARG00000077815","cell division cycle 26 homolog [Source:ZFIN;Acc:ZDB-GENE-040822-18]"
"1192","PDIA4","ENSG00000155660","1192.1.1","pdia4","ENSDARG00000018491","protein disulfide isomerase family A, member 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5493]"
"1193","CTTNBP2NL","ENSG00000143079","1193.1.1","cttnbp2nla","ENSDARG00000053179","CTTNBP2 N-terminal like a [Source:ZFIN;Acc:ZDB-GENE-140106-51]"
"1193","CTTNBP2NL","ENSG00000143079","1193.1.2","cttnbp2nlb","ENSDARG00000056091","CTTNBP2 N-terminal like b [Source:ZFIN;Acc:ZDB-GENE-040724-65]"
"1194","SNX27","ENSG00000143376","1194.1.1","snx27b","ENSDARG00000016977","sorting nexin 27b [Source:ZFIN;Acc:ZDB-GENE-040426-1529]"
"1194","SNX27","ENSG00000143376","1194.1.2","snx27a","ENSDARG00000033804","sorting nexin 27a [Source:ZFIN;Acc:ZDB-GENE-060503-371]"
"1195","RHBDF2","ENSG00000129667","1195.1.1","N/A","N/A","N/A"
"1196","RAPH1","ENSG00000173166","1196.1.1","RAPH1","ENSDARG00000006301","wu:fj59g11 [Source:ZFIN;Acc:ZDB-GENE-030131-8202]"
"1196","RAPH1","ENSG00000173166","1196.1.2","raph1b","ENSDARG00000061732","Ras association (RalGDS/AF-6) and pleckstrin homology domains 1b [Source:ZFIN;Acc:ZDB-GENE-090311-54]"
"1197","RNASEL","ENSG00000135828","1197.1.1","N/A","N/A","N/A"
"1198","TEP1","ENSG00000129566","1198.1.1","N/A","N/A","N/A"
"1199","PTK2","ENSG00000169398","1199.1.1","PTK2","ENSDARG00000100456","protein tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:9611]"
"1200","SESN1","ENSG00000080546","1200.1.1","sesn1","ENSDARG00000020693","sestrin 1 [Source:ZFIN;Acc:ZDB-GENE-040718-408]"
"1201","ALDH3A2","ENSG00000072210","1201.1.1","aldh3a1","ENSDARG00000074791","aldehyde dehydrogenase 3 family, member A1 [Source:ZFIN;Acc:ZDB-GENE-120823-1]"
"1202","PCGF1","ENSG00000115289","1202.1.1","pcgf1","ENSDARG00000001249","polycomb group ring finger 1 [Source:ZFIN;Acc:ZDB-GENE-030616-605]"
"1203","PSMD4","ENSG00000159352","1203.1.1","psmd4b","ENSDARG00000023279","proteasome 26S subunit ubiquitin receptor, non-ATPase 4b [Source:ZFIN;Acc:ZDB-GENE-050417-96]"
"1203","PSMD4","ENSG00000159352","1203.1.2","psmd4a","ENSDARG00000101295","proteasome 26S subunit ubiquitin receptor, non-ATPase 4a [Source:ZFIN;Acc:ZDB-GENE-040625-104]"
"1204","KDM4A","ENSG00000066135","1204.1.1","N/A","N/A","N/A"
"1205","TOP2B","ENSG00000077097","1205.1.1","top2b","ENSDARG00000034195","DNA topoisomerase II beta [Source:ZFIN;Acc:ZDB-GENE-041008-136]"
"1206","UBAP2","ENSG00000137073","1206.1.1","ubap2b","ENSDARG00000060065","ubiquitin associated protein 2b [Source:ZFIN;Acc:ZDB-GENE-070209-122]"
"1206","UBAP2","ENSG00000137073","1206.1.2","ubap2a","ENSDARG00000088318","ubiquitin associated protein 2a [Source:ZFIN;Acc:ZDB-GENE-070424-16]"
"1207","PTP4A2","ENSG00000184007","1207.1.1","ptp4a2b","ENSDARG00000035676","protein tyrosine phosphatase 4A2b [Source:ZFIN;Acc:ZDB-GENE-041114-111]"
"1207","PTP4A2","ENSG00000184007","1207.1.2","ptp4a2a","ENSDARG00000087443","protein tyrosine phosphatase 4A2a [Source:ZFIN;Acc:ZDB-GENE-040930-1]"
"1208","ART3","ENSG00000156219","1208.1.1","si:ch211-145b13.6","ENSDARG00000069998","si:ch211-145b13.6 [Source:ZFIN;Acc:ZDB-GENE-090313-36]"
"1209","BCL3","ENSG00000069399","1209.1.1","bcl3","ENSDARG00000087832","BCL3 transcription coactivator [Source:ZFIN;Acc:ZDB-GENE-061013-1]"
"1210","YPEL5","ENSG00000119801","1210.1.1","ypel5","ENSDARG00000088929","yippee-like 5 [Source:ZFIN;Acc:ZDB-GENE-040426-1220]"
"1211","CCDC9","ENSG00000105321","1211.1.1","ccdc9","ENSDARG00000004636","coiled-coil domain containing 9 [Source:ZFIN;Acc:ZDB-GENE-060929-520]"
"1212","CCT6B","ENSG00000132141","1212.1.1","cct6a","ENSDARG00000021252","chaperonin containing TCP1, subunit 6A (zeta 1) [Source:ZFIN;Acc:ZDB-GENE-011018-2]"
"1213","COLGALT1","ENSG00000130309","1213.1.1","colgalt1b","ENSDARG00000058270","collagen beta(1-O)galactosyltransferase 1b [Source:ZFIN;Acc:ZDB-GENE-070424-114]"
"1213","COLGALT1","ENSG00000130309","1213.1.2","colgalt1a","ENSDARG00000073974","collagen beta(1-O)galactosyltransferase 1a [Source:ZFIN;Acc:ZDB-GENE-070720-6]"
"1214","PRR12","ENSG00000126464","1214.1.1","prr12a","ENSDARG00000074229","proline rich 12a [Source:ZFIN;Acc:ZDB-GENE-041111-223]"
"1214","PRR12","ENSG00000126464","1214.1.2","prr12b","ENSDARG00000075849","proline rich 12b [Source:ZFIN;Acc:ZDB-GENE-130625-2]"
"1215","INTS4","ENSG00000149262","1215.1.1","ints4","ENSDARG00000102953","integrator complex subunit 4 [Source:ZFIN;Acc:ZDB-GENE-120215-81]"
"1216","ORMDL1","ENSG00000128699","1216.1.1","ormdl1","ENSDARG00000014333","ORMDL sphingolipid biosynthesis regulator 1 [Source:ZFIN;Acc:ZDB-GENE-030616-529]"
"1217","CASP6","ENSG00000138794","1217.1.1","casp6b.1","ENSDARG00000025608","caspase 6b.1, apoptosis-related cysteine peptidase [Source:ZFIN;Acc:ZDB-GENE-041010-48]"
"1217","CASP6","ENSG00000138794","1217.1.2","casp6b.2","ENSDARG00000070368","caspase 6b.2, apoptosis-related cysteine peptidase [Source:ZFIN;Acc:ZDB-GENE-060312-12]"
"1217","CASP6","ENSG00000138794","1217.1.3","casp6a","ENSDARG00000093405","caspase 6, apoptosis-related cysteine peptidase a [Source:ZFIN;Acc:ZDB-GENE-030825-4]"
"1218","N4BP1","ENSG00000102921","1218.1.1","n4bp1","ENSDARG00000057491","nedd4 binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5538]"
"1219","GBP2","ENSG00000162645","1219.1.1","gbp2","ENSDARG00000038669","guanylate binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-070912-618]"
"1220","TRAPPC6B","ENSG00000182400","1220.1.1","trappc6b","ENSDARG00000016463","trafficking protein particle complex subunit 6B [Source:ZFIN;Acc:ZDB-GENE-041010-122]"
"1221","SIN3A","ENSG00000169375","1221.1.1","sin3ab","ENSDARG00000059812","SIN3 transcription regulator family member Ab [Source:ZFIN;Acc:ZDB-GENE-030131-2066]"
"1221","SIN3A","ENSG00000169375","1221.1.2","sin3aa","ENSDARG00000079716","SIN3 transcription regulator family member Aa [Source:ZFIN;Acc:ZDB-GENE-070620-3]"
"1222","RTRAF","ENSG00000087302","1222.1.1","rtraf","ENSDARG00000009253","RNA transcription, translation and transport factor [Source:ZFIN;Acc:ZDB-GENE-040426-1082]"
