"","Gene1ID","Gene1Symbol","Gene1SpeciesTaxonID","Gene1SpeciesName","Gene2ID","Gene2Symbol","Gene2SpeciesTaxonID","Gene2SpeciesName","Algorithms","AlgorithmsMatch","OutOfAlgorithms","IsBestScore","IsBestRevScore"
"587","HGNC:23498","CPNE8","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6488892","cpne8.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"588","HGNC:23498","CPNE8","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17337123","cpne8.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"589","HGNC:13308","GPRC5B","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-981358","gprc5b.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"590","HGNC:13308","GPRC5B","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17338889","gprc5b.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"591","HGNC:500","ANPEP","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-981372","anpep.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"592","HGNC:500","ANPEP","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17331263","anpep.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"593","HGNC:13243","LMBR1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487280","lmbr1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"594","HGNC:9093","PLTP","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-981867","pltp.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"595","HGNC:9093","PLTP","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17331007","pltp.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"596","HGNC:24622","ENGASE","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6485849","engase.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"597","HGNC:14573","ENTPD4","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-982004","entpd4.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"598","HGNC:14573","ENTPD4","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17332678","entpd4.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"599","HGNC:15580","PDE4DIP","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6486403","pde4dip.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"600","HGNC:15580","PDE4DIP","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17332803","pde4dip.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"601","HGNC:10548","ATXN1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487519","atxn1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"602","HGNC:10548","ATXN1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17335803","atxn1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"603","HGNC:4376","GMPR","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6488487","gmpr.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"604","HGNC:2991","DOK2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17333114","dok2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"605","HGNC:2991","DOK2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17333115","dok2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"606","HGNC:4244","GFRA2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487707","gfra2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"607","HGNC:4244","GFRA2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17338702","gfra2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"608","HGNC:675","ARHGAP5","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-982384","arhgap5.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"609","HGNC:675","ARHGAP5","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17332443","arhgap5.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"610","HGNC:16185","ROMO1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-982445","romo1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"611","HGNC:16185","ROMO1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17335997","romo1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"612","HGNC:7437","MTHFS","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-982615","mthfs.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"613","HGNC:16012","ASB2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487255","asb2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"614","HGNC:16012","ASB2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17345609","asb2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"615","HGNC:6275","KCNK13","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17337507","kcnk13.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"616","HGNC:6275","KCNK13","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17337508","kcnk13.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"617","HGNC:19859","TC2N","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-983034","tc2n.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"618","HGNC:19859","TC2N","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17342864","tc2n.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"619","HGNC:30843","CD302","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-983081","cd302.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"620","HGNC:6729","LY75","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6488927","ly75.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"621","HGNC:7744","NEK1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6486444","nek1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"622","HGNC:7744","NEK1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17341396","nek1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"623","HGNC:10860","ST6GAL1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6486698","st6gal1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"624","HGNC:10860","ST6GAL1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17330217","st6gal1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"625","HGNC:28635","GK5","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-983232","gk5.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"626","HGNC:2810","GSDME","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6254565","gsdme.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"627","HGNC:4462","GPNMB","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-983267","gpnmb.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"628","HGNC:9845","RAMP3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17341431","ramp3.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"629","HGNC:25408","SLF1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17333637","slf1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"630","HGNC:21526","GNPDA2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-983387","gnpda2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"631","HGNC:19175","CMTM4","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17338350","cmtm4.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"632","HGNC:19175","CMTM4","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17338351","cmtm4.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"633","HGNC:8021","NT5E","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-984212","nt5e.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"634","HGNC:8021","NT5E","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17342195","nt5e.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"635","HGNC:23410","TMBIM1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-984291","tmbim1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"636","HGNC:23410","TMBIM1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17331634","tmbim1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"637","HGNC:18798","SLC44A1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-984340","slc44a1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"638","HGNC:18798","SLC44A1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17339535","slc44a1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"639","HGNC:20820","TPCN2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-984546","tpcn2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"640","HGNC:25097","CABLES1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6489143","cables1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"641","HGNC:25097","CABLES1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17335413","cables1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"642","HGNC:9963","REPS2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6488586","reps2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"643","HGNC:9963","REPS2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17343898","reps2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"644","HGNC:21152","LONRF3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6489148","lonrf3.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"645","HGNC:21152","LONRF3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17345214","lonrf3.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"646","HGNC:25486","RADX","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-985315","radx.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"647","HGNC:25486","RADX","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17337982","radx.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"648","HGNC:1777","CDK6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6252089","cdk6.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"649","HGNC:1777","CDK6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17342073","cdk6.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"650","HGNC:22951","GPR155","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-985431","gpr155.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"651","HGNC:22951","GPR155","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17342074","gpr155.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"652","HGNC:10439","RPS6KC1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-985542","rps6kc1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"653","HGNC:10439","RPS6KC1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17337068","rps6kc1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"654","HGNC:24686","FBLIM1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-1193996","fblim1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"655","HGNC:24686","FBLIM1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17345992","fblim1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"656","HGNC:8801","PDGFC","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6488133","pdgfc.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"657","HGNC:8801","PDGFC","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17334757","pdgfc.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"658","HGNC:6937","MCCC2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-985835","mccc2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"659","HGNC:6937","MCCC2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17341155","mccc2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"660","HGNC:19877","GALNT12","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17330127","galnt12.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"661","HGNC:2235","KLF6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-986307","klf6.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"662","HGNC:2235","KLF6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6254475","klf6.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"663","HGNC:25425","GARNL3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17341652","garnl3.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"664","HGNC:25425","GARNL3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17341653","garnl3.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"665","HGNC:11529","EPCAM","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-986672","epcam.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"666","HGNC:11529","EPCAM","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6256350","epcam.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"667","HGNC:16259","MAML2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17346550","maml2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"668","HGNC:16259","MAML2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17346551","maml2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"669","HGNC:14132","DOCK9","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-987177","dock9.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"670","HGNC:14132","DOCK9","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17342658","dock9.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"671","HGNC:24636","LIMA1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-987346","lima1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"672","HGNC:24636","LIMA1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17342061","lima1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"673","HGNC:6262","KCNJ16","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-987682","kcnj16.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"674","HGNC:6262","KCNJ16","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17344793","kcnj16.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"675","HGNC:8546","P4HA1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6486319","p4ha1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"676","HGNC:8546","P4HA1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17333499","p4ha1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"677","HGNC:19972","CLMN","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17341314","clmn.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"678","HGNC:19972","CLMN","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17341315","clmn.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"679","HGNC:9842","RALGDS","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487313","ralgds.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"680","HGNC:9842","RALGDS","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17330704","ralgds.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"681","HGNC:12578","UPK1B","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-988030","upk1b.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"682","HGNC:12578","UPK1B","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17337290","upk1b.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"683","HGNC:21035","ARHGAP18","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-988165","arhgap18.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"684","HGNC:3379","EPB41L2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-11536234","epb41l2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"685","HGNC:3356","ENPP1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6492363","enpp1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"686","HGNC:202","ADAM23","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487212","adam23.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"687","HGNC:202","ADAM23","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17346361","adam23.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"688","HGNC:2121","CMKLR1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17337511","cmklr1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"689","HGNC:2121","CMKLR1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17337512","cmklr1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"690","HGNC:28674","MARVELD1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-988328","marveld1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"691","HGNC:28674","MARVELD1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17342453","marveld1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"692","HGNC:1876","CFLAR","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-988506","cflar.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"693","HGNC:1876","CFLAR","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17338797","cflar.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"694","HGNC:3247","EHHADH","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487089","ehhadh.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"695","HGNC:14985","LUZP1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-988641","luzp1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"696","HGNC:14985","LUZP1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17343785","luzp1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"697","HGNC:21747","CPEB4","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6488739","cpeb4.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"698","HGNC:21747","CPEB4","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17339393","cpeb4.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"699","HGNC:26789","LACC1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-989464","lacc1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"700","HGNC:25209","PRUNE2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17331247","prune2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"701","HGNC:25209","PRUNE2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17331248","prune2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"702","HGNC:15465","GPHN","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-989647","gphn.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"703","HGNC:15465","GPHN","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17333130","gphn.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"704","HGNC:17916","ZDHHC1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6255003","zdhhc1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"705","HGNC:17916","ZDHHC1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17343010","zdhhc1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"706","HGNC:15868","ABHD12","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-990134","abhd12.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"707","HGNC:15868","ABHD12","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17344598","abhd12.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"708","HGNC:20644","SLC37A2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-990254","slc37a2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"709","HGNC:20644","SLC37A2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17333491","slc37a2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"710","HGNC:9780","RAB3IL1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17345947","rab3il1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"711","HGNC:20681","NBEAL1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6489122","nbeal1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"712","HGNC:29926","NOP58","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-990563","nop58.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"713","HGNC:29926","NOP58","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6256040","nop58.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"714","HGNC:18137","CHST15","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17334129","chst15.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"715","HGNC:18137","CHST15","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17334130","chst15.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"716","HGNC:2191","COL14A1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487590","col14a1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"717","HGNC:2191","COL14A1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17334898","col14a1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"718","HGNC:19356","COPZ2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17340433","copz2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"719","HGNC:25287","LMBRD2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-991218","lmbrd2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"720","HGNC:25287","LMBRD2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17331281","lmbrd2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"721","HGNC:2662","DAB2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-992289","dab2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"722","HGNC:2662","DAB2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17333588","dab2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"723","HGNC:23317","ST8SIA6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17344498","st8sia6.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"724","HGNC:23317","ST8SIA6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17344499","st8sia6.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"725","HGNC:2960","DNASE2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-992631","dnase2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
