"","Gene1ID","Gene1Symbol","Gene1SpeciesTaxonID","Gene1SpeciesName","Gene2ID","Gene2Symbol","Gene2SpeciesTaxonID","Gene2SpeciesName","Algorithms","AlgorithmsMatch","OutOfAlgorithms","IsBestScore","IsBestRevScore"
"934","HGNC:555","AP1G1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-983622","ap1g1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"935","HGNC:555","AP1G1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17345512","ap1g1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"936","HGNC:791","ATF6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-983817","atf6.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"937","HGNC:791","ATF6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17337736","atf6.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"938","HGNC:28287","ALG14","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487844","alg14.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"939","HGNC:28287","ALG14","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17331641","alg14.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"940","HGNC:2092","CLTC","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-984052","cltc.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"941","HGNC:2092","CLTC","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17335555","cltc.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"942","HGNC:7999","NRG3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6488726","nrg3.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"943","HGNC:7999","NRG3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17334004","nrg3.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"944","HGNC:14977","SNX14","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-984193","snx14.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"945","HGNC:18798","SLC44A1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-984340","slc44a1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"946","HGNC:18798","SLC44A1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17339535","slc44a1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"947","HGNC:27501","SLC46A3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17342962","slc46a3.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"948","HGNC:27501","SLC46A3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17342963","slc46a3.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"949","HGNC:23842","ABTB2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-984515","abtb2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"950","HGNC:23842","ABTB2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17331063","abtb2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"951","HGNC:20820","TPCN2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-984546","tpcn2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"952","HGNC:15574","RB1CC1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-984586","rb1cc1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"953","HGNC:15574","RB1CC1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17341643","rb1cc1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"954","HGNC:18695","ST18","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17333810","st18.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"955","HGNC:18695","ST18","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17333811","st18.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"956","HGNC:928","B4GALT5","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-982976","b4galt5.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"957","HGNC:928","B4GALT5","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17337339","b4galt5.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"958","HGNC:5286","HTR1A","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-984751","htr1a.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"959","HGNC:5286","HTR1A","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17332668","htr1a.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"960","HGNC:554","AP1B1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-984903","ap1b1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"961","HGNC:554","AP1B1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17330205","ap1b1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"962","HGNC:7609","MYO9B","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-985046","myo9b.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"963","HGNC:7609","MYO9B","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17338985","myo9b.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"964","HGNC:22916","ZCCHC2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487940","zcchc2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"965","HGNC:22916","ZCCHC2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17344037","zcchc2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"966","HGNC:29534","ESYT1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6486556","esyt1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"967","HGNC:29534","ESYT1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17334705","esyt1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"968","HGNC:1777","CDK6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6252089","cdk6.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"969","HGNC:1777","CDK6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17342073","cdk6.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"970","HGNC:17797","MAP3K20","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487715","map3k20.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"971","HGNC:17797","MAP3K20","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17333916","map3k20.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"972","HGNC:28985","LPGAT1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-985549","lpgat1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"973","HGNC:28985","LPGAT1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17344673","lpgat1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"974","HGNC:5358","IRF8","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-985949","irf8.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"975","HGNC:5358","IRF8","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17342455","irf8.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"976","HGNC:1361","AOPEP","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6254904","aopep.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"977","HGNC:1361","AOPEP","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17346252","aopep.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"978","HGNC:27015","CMPK2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487088","cmpk2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"979","HGNC:27015","CMPK2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17334835","cmpk2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"980","HGNC:2235","KLF6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-986307","klf6.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"981","HGNC:2235","KLF6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6254475","klf6.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"982","HGNC:23843","GMCL1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6488320","gmcl1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"983","HGNC:19679","AAK1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6489213","aak1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"984","HGNC:19679","AAK1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17330458","aak1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"985","HGNC:19956","SUSD6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-986601","susd6.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"986","HGNC:19956","SUSD6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17343867","susd6.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"987","HGNC:29799","SGMS1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-986776","sgms1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"988","HGNC:29799","SGMS1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17335398","sgms1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"989","HGNC:25446","NAIF1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-986896","naif1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"990","HGNC:11995","TOR1B","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-22168619","tor1b.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"No","No"
"991","HGNC:16286","ELMO1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-1013562","elmo1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"992","HGNC:16513","TMC1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17345962","tmc1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"993","HGNC:19191","DOCK8","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487054","dock8.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"994","HGNC:14132","DOCK9","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-987177","dock9.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"995","HGNC:14132","DOCK9","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17342658","dock9.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"996","HGNC:566","AP3B1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-987211","ap3b1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"997","HGNC:14632","ADAMTSL1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17337028","adamtsl1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"998","HGNC:25996","ALKBH5","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-987585","alkbh5.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"999","HGNC:25996","ALKBH5","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17338993","alkbh5.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1000","HGNC:6262","KCNJ16","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-987682","kcnj16.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1001","HGNC:6262","KCNJ16","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17344793","kcnj16.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1002","HGNC:23087","SLC43A2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-987896","slc43a2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1003","HGNC:23087","SLC43A2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17336533","slc43a2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1004","HGNC:4667","GTF3C4","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487708","gtf3c4.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1005","HGNC:13741","SNTG2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-988145","sntg2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1006","HGNC:13741","SNTG2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17344170","sntg2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1007","HGNC:21035","ARHGAP18","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-988165","arhgap18.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1008","HGNC:10571","SCD","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-988231","scd.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1009","HGNC:10571","SCD","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17345175","scd.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1010","HGNC:2121","CMKLR1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17337511","cmklr1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1011","HGNC:2121","CMKLR1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17337512","cmklr1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1012","HGNC:6119","IRF4","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487174","irf4.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1013","HGNC:6119","IRF4","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17342452","irf4.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1014","HGNC:28997","SECISBP2L","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487911","secisbp2l.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1015","HGNC:28997","SECISBP2L","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17344476","secisbp2l.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1016","HGNC:21747","CPEB4","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6488739","cpeb4.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1017","HGNC:21747","CPEB4","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17339393","cpeb4.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1018","HGNC:18870","POLN","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17340621","poln.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1019","HGNC:12768","NELFA","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-988840","nelfa.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1020","HGNC:12768","NELFA","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17340623","nelfa.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1021","HGNC:19338","CDK19","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-989178","cdk19.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1022","HGNC:19338","CDK19","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17330637","cdk19.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1023","HGNC:11177","SOAT1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-989214","soat1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1024","HGNC:11177","SOAT1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17342728","soat1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1025","HGNC:14293","TEKT3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-989327","tekt3.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1026","HGNC:14293","TEKT3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17330297","tekt3.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1027","HGNC:30482","NXNL2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-989345","nxnl2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1028","HGNC:30482","NXNL2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17330922","nxnl2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1029","HGNC:23785","PIKFYVE","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17341196","pikfyve.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1030","HGNC:6299","KCNQ5","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17345757","kcnq5.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"1031","HGNC:6299","KCNQ5","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17345758","kcnq5.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","No"
"1032","HGNC:102","CNNM1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17335196","cnnm1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1033","HGNC:9018","PKIB","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487345","pkib.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1034","HGNC:29097","TBC1D9B","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6486141","tbc1d9b.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1035","HGNC:29097","TBC1D9B","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17342722","tbc1d9b.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1036","HGNC:27046","LDLRAD3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6488693","ldlrad3.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1037","HGNC:27046","LDLRAD3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17332766","ldlrad3.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1038","HGNC:6781","MAFG","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17346059","mafg.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1039","HGNC:994","BCL2L11","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-990118","bcl2l11.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1040","HGNC:994","BCL2L11","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17335314","bcl2l11.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1041","HGNC:21296","EPS8L2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6486397","eps8l2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1042","HGNC:21296","EPS8L2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17341629","eps8l2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1043","HGNC:19308","SDK2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6255504","sdk2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1044","HGNC:19308","SDK2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17344330","sdk2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1045","HGNC:24552","TKFC","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17345590","tkfc.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1046","HGNC:17055","MLXIP","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-990530","mlxip.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1047","HGNC:17055","MLXIP","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17335460","mlxip.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1048","HGNC:20681","NBEAL1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6489122","nbeal1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1049","HGNC:6285","KCNMB1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6486761","kcnmb1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1050","HGNC:6285","KCNMB1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17339819","kcnmb1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1051","HGNC:11052","SLC6A6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487029","slc6a6.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1052","HGNC:11052","SLC6A6","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17330032","slc6a6.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1053","HGNC:24307","MTMR11","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487326","mtmr11.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1054","HGNC:24307","MTMR11","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17346612","mtmr11.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1055","HGNC:29917","MDM1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6487904","mdm1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1056","HGNC:7878","CNOT2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-991723","cnot2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1057","HGNC:7878","CNOT2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17338897","cnot2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1058","HGNC:23222","SPATA13","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6485654","spata13.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1059","HGNC:23222","SPATA13","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17341407","spata13.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1060","HGNC:12862","ZFP36","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-991818","zfp36.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1061","HGNC:12862","ZFP36","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17330892","zfp36.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1062","HGNC:7128","MLH3","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-991855","mlh3.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1063","HGNC:10480","RYBP","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-1193972","rybp.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1064","HGNC:10480","RYBP","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17333063","rybp.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1065","HGNC:2662","DAB2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-992289","dab2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1066","HGNC:2662","DAB2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17333588","dab2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1067","HGNC:241","ADCYAP1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-992316","adcyap1.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1068","HGNC:241","ADCYAP1","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17335527","adcyap1.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1069","HGNC:24726","METTL4","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6488008","mettl4.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1070","HGNC:19205","STIM2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-6485802","stim2.L","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
"1071","HGNC:19205","STIM2","NCBITaxon:9606","Homo sapiens","Xenbase:XB-GENE-17335431","stim2.S","NCBITaxon:8355","Xenopus laevis","Xenbase",1,1,"Yes","Yes"
